subname,hand_response,session,event,source,channel,side,onset_s,onset_min,time_in_session_s,wall_time,onset_absolute,duration_s,delta_since_last_RR,irt,irt_roll,cv_irt_roll,streak_response,streak_reset,is_mirror,scorer,scored_at
TT002,R,Session 5,trigger resp BTN,trigger,,,6513.108,108.5518,3462.992,2026-07-04 16:06:11.414,6513.108,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6543.984,109.0664,3493.868,2026-07-04 16:06:42.290,6543.984,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6596.438,109.9406,3546.322,2026-07-04 16:07:34.744,6596.438,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6618.318,110.3053,3568.202,2026-07-04 16:07:56.624,6618.318,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6692.698,111.545,3642.582,2026-07-04 16:09:11.004,6692.698,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6738.952,112.3159,3688.836,2026-07-04 16:09:57.258,6738.952,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6794.87,113.2478,3744.754,2026-07-04 16:10:53.176,6794.87,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6856.34,114.2723,3806.224,2026-07-04 16:11:54.646,6856.34,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6870.192,114.5032,3820.076,2026-07-04 16:12:08.498,6870.192,,,,,,,,False,,
TT002,R,Session 5,No Rep Probe,trigger,,,6960.2,116.0033,3910.084,2026-07-04 16:13:38.506,6960.2,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,7083.59,118.0598,4033.474,2026-07-04 16:15:41.896,7083.59,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7110.358,118.506,4060.242,2026-07-04 16:16:08.664,7110.358,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7136.948,118.9491,4086.832,2026-07-04 16:16:35.254,7136.948,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7159.68,119.328,4109.564,2026-07-04 16:16:57.986,7159.68,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7189.51,119.8252,4139.394,2026-07-04 16:17:27.816,7189.51,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7224.264,120.4044,4174.148,2026-07-04 16:18:02.570,7224.264,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7244.154,120.7359,4194.038,2026-07-04 16:18:22.460,7244.154,,,,,,,,False,,
TT002,R,Session 5,Reset Probe,trigger,,,7244.186,120.7364,4194.07,2026-07-04 16:18:22.492,7244.186,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,7372.38,122.873,4322.264,2026-07-04 16:20:30.686,7372.38,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7403.962,123.3994,4353.846,2026-07-04 16:21:02.268,7403.962,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7438.552,123.9759,4388.436,2026-07-04 16:21:36.858,7438.552,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7467.872,124.4645,4417.756,2026-07-04 16:22:06.178,7467.872,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7495.264,124.9211,4445.148,2026-07-04 16:22:33.570,7495.264,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7541.036,125.6839,4490.92,2026-07-04 16:23:19.342,7541.036,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7572.136,126.2023,4522.02,2026-07-04 16:23:50.442,7572.136,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7607.448,126.7908,4557.332,2026-07-04 16:24:25.754,7607.448,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7633.03,127.2172,4582.914,2026-07-04 16:24:51.336,7633.03,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7678.708,127.9785,4628.592,2026-07-04 16:25:37.014,7678.708,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7696.97,128.2828,4646.854,2026-07-04 16:25:55.276,7696.97,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7722.436,128.7073,4672.32,2026-07-04 16:26:20.742,7722.436,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7744.356,129.0726,4694.24,2026-07-04 16:26:42.662,7744.356,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7793.022,129.8837,4742.906,2026-07-04 16:27:31.328,7793.022,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7833.962,130.566,4783.846,2026-07-04 16:28:12.268,7833.962,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7849.8,130.83,4799.684,2026-07-04 16:28:28.106,7849.8,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7875.466,131.2578,4825.35,2026-07-04 16:28:53.772,7875.466,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,7906.022,131.767,4855.906,2026-07-04 16:29:24.328,7906.022,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,7980.634,133.0106,4930.518,2026-07-04 16:30:38.940,7980.634,,,,,,,,False,,
TT002,R,Session 5,No Rep Probe,trigger,,,8070.69,134.5115,5020.574,2026-07-04 16:32:08.996,8070.69,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,8196.952,136.6159,5146.836,2026-07-04 16:34:15.258,8196.952,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,8231.75,137.1958,5181.634,2026-07-04 16:34:50.056,8231.75,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,8249.512,137.4919,5199.396,2026-07-04 16:35:07.818,8249.512,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,8282.918,138.0486,5232.802,2026-07-04 16:35:41.224,8282.918,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,8300.104,138.3351,5249.988,2026-07-04 16:35:58.410,8300.104,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,8341.944,139.0324,5291.828,2026-07-04 16:36:40.250,8341.944,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,8415.884,140.2647,5365.768,2026-07-04 16:37:54.190,8415.884,,,,,,,,False,,
TT002,R,Session 5,Sched Probe,trigger,,,8452.91,140.8818,5402.794,2026-07-04 16:38:31.216,8452.91,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,8570.432,142.8405,5520.316,2026-07-04 16:40:28.738,8570.432,,,,,,,,False,,
TT002,R,Session 5,End Session 5,trigger,,,8570.468,142.8411,5520.352,2026-07-04 16:40:28.774,8570.468,,,,,,,,False,,
TT002,R,Session 6,Start Session 6,trigger,,,9081.498,151.3583,0.0,2026-07-04 16:48:59.804,9081.498,,,,,,,,False,,
TT002,R,Session 6,No Rep Probe,trigger,,,9081.928,151.3655,0.43,2026-07-04 16:49:00.234,9081.928,,,,,,,,False,,
TT002,R,Session 6,Sched Probe,trigger,,,9082.364,151.3727,0.866,2026-07-04 16:49:00.670,9082.364,,,,,,,,False,,
TT002,R,Session 6,Manual Probe,trigger,,,9082.792,151.3799,1.294,2026-07-04 16:49:01.098,9082.792,,,,,,,,False,,
TT002,R,Session 6,End Probe,trigger,,,9083.22,151.387,1.722,2026-07-04 16:49:01.526,9083.22,,,,,,,,False,,
TT002,R,Session 6,End Session 6,trigger,,,9083.648,151.3941,2.15,2026-07-04 16:49:01.954,9083.648,,,,,,,,False,,
TT002,R,Session 6,Break,trigger,,,9084.078,151.4013,2.58,2026-07-04 16:49:02.384,9084.078,,,,,,,,False,,
TT002,R,Session 6,EndBreak,trigger,,,9084.506,151.4084,3.008,2026-07-04 16:49:02.812,9084.506,,,,,,,,False,,
TT002,R,Session 6,Correct/Undo,trigger,,,9084.932,151.4155,3.434,2026-07-04 16:49:03.238,9084.932,,,,,,,,False,,
TT002,R,Session 6,trigger resp BTN,trigger,,,9085.36,151.4227,3.862,2026-07-04 16:49:03.666,9085.36,,,,,,,,False,,
TT002,R,Session 6,trigger reset BTN,trigger,,,9085.79,151.4298,4.292,2026-07-04 16:49:04.096,9085.79,,,,,,,,False,,
TT002,R,Session 6,Rep Probe,trigger,,,9086.218,151.437,4.72,2026-07-04 16:49:04.524,9086.218,,,,,,,,False,,
TT002,R,Session 6,Reset Probe,trigger,,,9086.646,151.4441,5.148,2026-07-04 16:49:04.952,9086.646,,,,,,,,False,,
TT002,R,Session 6,Safety Probe,trigger,,,9087.076,151.4513,5.578,2026-07-04 16:49:05.382,9087.076,,,,,,,,False,,
TT002,R,Session 7,Start Session 7,trigger,,,9182.406,153.0401,0.0,2026-07-04 16:50:40.712,9182.406,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9210.654,153.5109,28.248,2026-07-04 16:51:08.960,9210.654,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9233.062,153.8844,50.656,2026-07-04 16:51:31.368,9233.062,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9258.49,154.3082,76.084,2026-07-04 16:51:56.796,9258.49,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9289.156,154.8193,106.75,2026-07-04 16:52:27.462,9289.156,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9319.29,155.3215,136.884,2026-07-04 16:52:57.596,9319.29,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9358.638,155.9773,176.232,2026-07-04 16:53:36.944,9358.638,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9391.248,156.5208,208.842,2026-07-04 16:54:09.554,9391.248,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9433.2,157.22,250.794,2026-07-04 16:54:51.506,9433.2,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9463.246,157.7208,280.84,2026-07-04 16:55:21.552,9463.246,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9496.928,158.2821,314.522,2026-07-04 16:55:55.234,9496.928,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9532.766,158.8794,350.36,2026-07-04 16:56:31.072,9532.766,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9567.446,159.4574,385.04,2026-07-04 16:57:05.752,9567.446,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9599.694,159.9949,417.288,2026-07-04 16:57:38.000,9599.694,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9631.698,160.5283,449.292,2026-07-04 16:58:10.004,9631.698,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9664.558,161.076,482.152,2026-07-04 16:58:42.864,9664.558,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9702.928,161.7155,520.522,2026-07-04 16:59:21.234,9702.928,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9742.444,162.3741,560.038,2026-07-04 17:00:00.750,9742.444,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9778.434,162.9739,596.028,2026-07-04 17:00:36.740,9778.434,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9811.312,163.5219,628.906,2026-07-04 17:01:09.618,9811.312,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9840.48,164.008,658.074,2026-07-04 17:01:38.786,9840.48,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9870.696,164.5116,688.29,2026-07-04 17:02:09.002,9870.696,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9911.238,165.1873,728.832,2026-07-04 17:02:49.544,9911.238,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9949.894,165.8316,767.488,2026-07-04 17:03:28.200,9949.894,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,9979.972,166.3329,797.566,2026-07-04 17:03:58.278,9979.972,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,10020.402,167.0067,837.996,2026-07-04 17:04:38.708,10020.402,,,,,,,,False,,
TT002,R,Session 7,trigger reset BTN,trigger,,,10032.998,167.2166,850.592,2026-07-04 17:04:51.304,10032.998,,,,,,,,False,,
TT002,R,Session 7,trigger resp BTN,trigger,,,10072.702,167.8784,890.296,2026-07-04 17:05:31.008,10072.702,,,,,,,,False,,
TT002,R,Session 7,Sched Probe,trigger,,,10085.2,168.0867,902.794,2026-07-04 17:05:43.506,10085.2,,,,,,,,False,,
TT002,R,Session 7,End Probe,trigger,,,10234.924,170.5821,1052.518,2026-07-04 17:08:13.230,10234.924,,,,,,,,False,,
TT002,R,Session 7,End Session 7,trigger,,,10234.96,170.5827,1052.554,2026-07-04 17:08:13.266,10234.96,,,,,,,,False,,
