subname,hand_response,session,event,source,channel,side,onset_s,onset_min,time_in_session_s,wall_time,onset_absolute,duration_s,delta_since_last_RR,irt,irt_roll,cv_irt_roll,streak_response,streak_reset,is_mirror,scorer,scored_at
TT002,R,Session 3,trigger resp BTN,trigger,,,1131.374,18.8562,449.054,2026-07-04 14:36:29.680,1131.374,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1157.39,19.2898,475.07,2026-07-04 14:36:55.696,1157.39,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1185.706,19.7618,503.386,2026-07-04 14:37:24.012,1185.706,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1212.288,20.2048,529.968,2026-07-04 14:37:50.594,1212.288,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1247.08,20.7847,564.76,2026-07-04 14:38:25.386,1247.08,,,,,,,,False,,
TT002,R,Session 3,trigger reset BTN,trigger,,,1265.69,21.0948,583.37,2026-07-04 14:38:43.996,1265.69,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1287.004,21.4501,604.684,2026-07-04 14:39:05.310,1287.004,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1314.522,21.9087,632.202,2026-07-04 14:39:32.828,1314.522,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1340.324,22.3387,658.004,2026-07-04 14:39:58.630,1340.324,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1369.378,22.823,687.058,2026-07-04 14:40:27.684,1369.378,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1391.212,23.1869,708.892,2026-07-04 14:40:49.518,1391.212,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1415.434,23.5906,733.114,2026-07-04 14:41:13.740,1415.434,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1442.418,24.0403,760.098,2026-07-04 14:41:40.724,1442.418,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1467.446,24.4574,785.126,2026-07-04 14:42:05.752,1467.446,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1495.406,24.9234,813.086,2026-07-04 14:42:33.712,1495.406,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1515.936,25.2656,833.616,2026-07-04 14:42:54.242,1515.936,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1544.17,25.7362,861.85,2026-07-04 14:43:22.476,1544.17,,,,,,,,False,,
TT002,R,Session 3,trigger resp BTN,trigger,,,1570.668,26.1778,888.348,2026-07-04 14:43:48.974,1570.668,,,,,,,,False,,
TT002,R,Session 3,Sched Probe,trigger,,,1585.062,26.4177,902.742,2026-07-04 14:44:03.368,1585.062,,,,,,,,False,,
TT002,R,Session 3,End Probe,trigger,,,1736.062,28.9344,1053.742,2026-07-04 14:46:34.368,1736.062,,,,,,,,False,,
TT002,R,Session 3,End Session 3,trigger,,,1736.094,28.9349,1053.774,2026-07-04 14:46:34.400,1736.094,,,,,,,,False,,
TT002,R,Session 4,Start Session 4,trigger,,,1864.574,31.0762,0.0,2026-07-04 14:48:42.880,1864.574,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,1891.606,31.5268,27.032,2026-07-04 14:49:09.912,1891.606,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,1918.892,31.9815,54.318,2026-07-04 14:49:37.198,1918.892,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,1946.222,32.437,81.648,2026-07-04 14:50:04.528,1946.222,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,1974.976,32.9163,110.402,2026-07-04 14:50:33.282,1974.976,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2001.654,33.3609,137.08,2026-07-04 14:50:59.960,2001.654,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2034.926,33.9154,170.352,2026-07-04 14:51:33.232,2034.926,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2071.138,34.519,206.564,2026-07-04 14:52:09.444,2071.138,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2100.38,35.0063,235.806,2026-07-04 14:52:38.686,2100.38,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2114.43,35.2405,249.856,2026-07-04 14:52:52.736,2114.43,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2144.088,35.7348,279.514,2026-07-04 14:53:22.394,2144.088,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2176.95,36.2825,312.376,2026-07-04 14:53:55.256,2176.95,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2206.624,36.7771,342.05,2026-07-04 14:54:24.930,2206.624,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2229.896,37.1649,365.322,2026-07-04 14:54:48.202,2229.896,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2295.81,38.2635,431.236,2026-07-04 14:55:54.116,2295.81,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2318.634,38.6439,454.06,2026-07-04 14:56:16.940,2318.634,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2368.184,39.4697,503.61,2026-07-04 14:57:06.490,2368.184,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2387.252,39.7875,522.678,2026-07-04 14:57:25.558,2387.252,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2411.894,40.1982,547.32,2026-07-04 14:57:50.200,2411.894,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2428.028,40.4671,563.454,2026-07-04 14:58:06.334,2428.028,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2469.894,41.1649,605.32,2026-07-04 14:58:48.200,2469.894,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2511.888,41.8648,647.314,2026-07-04 14:59:30.194,2511.888,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2534.914,42.2486,670.34,2026-07-04 14:59:53.220,2534.914,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2558.056,42.6343,693.482,2026-07-04 15:00:16.362,2558.056,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2605.382,43.423,740.808,2026-07-04 15:01:03.688,2605.382,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2654.828,44.2471,790.254,2026-07-04 15:01:53.134,2654.828,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2699.508,44.9918,834.934,2026-07-04 15:02:37.814,2699.508,,,,,,,,False,,
TT002,R,Session 4,trigger resp BTN,trigger,,,2722.044,45.3674,857.47,2026-07-04 15:03:00.350,2722.044,,,,,,,,False,,
TT002,R,Session 4,No Rep Probe,trigger,,,2812.054,46.8676,947.48,2026-07-04 15:04:30.360,2812.054,,,,,,,,False,,
TT002,R,Session 4,End Probe,trigger,,,2952.566,49.2094,1087.992,2026-07-04 15:06:50.872,2952.566,,,,,,,,False,,
TT002,R,Session 4,End Session 4,trigger,,,2952.614,49.2102,1088.04,2026-07-04 15:06:50.920,2952.614,,,,,,,,False,,
TT002,R,Session 5,Start Session 5,trigger,,,3050.116,50.8353,0.0,2026-07-04 15:08:28.422,3050.116,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3076.344,51.2724,26.228,2026-07-04 15:08:54.650,3076.344,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3112.772,51.8795,62.656,2026-07-04 15:09:31.078,3112.772,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3129.636,52.1606,79.52,2026-07-04 15:09:47.942,3129.636,,,,,,,,False,,
TT002,R,Session 5,Rep Probe,trigger,,,3129.684,52.1614,79.568,2026-07-04 15:09:47.990,3129.684,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,3221.138,53.6856,171.022,2026-07-04 15:11:19.444,3221.138,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3244.41,54.0735,194.294,2026-07-04 15:11:42.716,3244.41,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3260.182,54.3364,210.066,2026-07-04 15:11:58.488,3260.182,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3285.81,54.7635,235.694,2026-07-04 15:12:24.116,3285.81,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3310.382,55.173,260.266,2026-07-04 15:12:48.688,3310.382,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3338.17,55.6362,288.054,2026-07-04 15:13:16.476,3338.17,,,,,,,,False,,
TT002,R,Session 5,Rep Probe,trigger,,,3338.204,55.6367,288.088,2026-07-04 15:13:16.510,3338.204,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,3435.13,57.2522,385.014,2026-07-04 15:14:53.436,3435.13,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3465.782,57.763,415.666,2026-07-04 15:15:24.088,3465.782,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3496.596,58.2766,446.48,2026-07-04 15:15:54.902,3496.596,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3551.698,59.195,501.582,2026-07-04 15:16:50.004,3551.698,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,3565.072,59.4179,514.956,2026-07-04 15:17:03.378,3565.072,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3584.704,59.7451,534.588,2026-07-04 15:17:23.010,3584.704,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3612.512,60.2085,562.396,2026-07-04 15:17:50.818,3612.512,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3633.73,60.5622,583.614,2026-07-04 15:18:12.036,3633.73,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3677.156,61.2859,627.04,2026-07-04 15:18:55.462,3677.156,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3695.674,61.5946,645.558,2026-07-04 15:19:13.980,3695.674,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3732.89,62.2148,682.774,2026-07-04 15:19:51.196,3732.89,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3787.652,63.1275,737.536,2026-07-04 15:20:45.958,3787.652,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3817.546,63.6258,767.43,2026-07-04 15:21:15.852,3817.546,,,,,,,,False,,
TT002,R,Session 5,Rep Probe,trigger,,,3817.578,63.6263,767.462,2026-07-04 15:21:15.884,3817.578,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,3914.77,65.2462,864.654,2026-07-04 15:22:53.076,3914.77,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3944.524,65.7421,894.408,2026-07-04 15:23:22.830,3944.524,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,3976.422,66.2737,926.306,2026-07-04 15:23:54.728,3976.422,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4009.704,66.8284,959.588,2026-07-04 15:24:28.010,4009.704,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4047.062,67.451,996.946,2026-07-04 15:25:05.368,4047.062,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4066.788,67.7798,1016.672,2026-07-04 15:25:25.094,4066.788,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4084.344,68.0724,1034.228,2026-07-04 15:25:42.650,4084.344,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4108.462,68.4744,1058.346,2026-07-04 15:26:06.768,4108.462,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4127.93,68.7988,1077.814,2026-07-04 15:26:26.236,4127.93,,,,,,,,False,,
TT002,R,Session 5,Rep Probe,trigger,,,4127.962,68.7994,1077.846,2026-07-04 15:26:26.268,4127.962,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,4239.192,70.6532,1189.076,2026-07-04 15:28:17.498,4239.192,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4271.388,71.1898,1221.272,2026-07-04 15:28:49.694,4271.388,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4303.474,71.7246,1253.358,2026-07-04 15:29:21.780,4303.474,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4333.67,72.2278,1283.554,2026-07-04 15:29:51.976,4333.67,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4357.846,72.6308,1307.73,2026-07-04 15:30:16.152,4357.846,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4386.464,73.1077,1336.348,2026-07-04 15:30:44.770,4386.464,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4393.75,73.2292,1343.634,2026-07-04 15:30:52.056,4393.75,,,,,,,,False,,
TT002,R,Session 5,Reset Probe,trigger,,,4393.784,73.2297,1343.668,2026-07-04 15:30:52.090,4393.784,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,4500.176,75.0029,1450.06,2026-07-04 15:32:38.482,4500.176,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4539.83,75.6638,1489.714,2026-07-04 15:33:18.136,4539.83,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4541.164,75.6861,1491.048,2026-07-04 15:33:19.470,4541.164,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4563.686,76.0614,1513.57,2026-07-04 15:33:41.992,4563.686,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4600.738,76.679,1550.622,2026-07-04 15:34:19.044,4600.738,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4644.182,77.403,1594.066,2026-07-04 15:35:02.488,4644.182,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4666.678,77.778,1616.562,2026-07-04 15:35:24.984,4666.678,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4694.6,78.2433,1644.484,2026-07-04 15:35:52.906,4694.6,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4722.096,78.7016,1671.98,2026-07-04 15:36:20.402,4722.096,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4741.758,79.0293,1691.642,2026-07-04 15:36:40.064,4741.758,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4753.258,79.221,1703.142,2026-07-04 15:36:51.564,4753.258,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4787.446,79.7908,1737.33,2026-07-04 15:37:25.752,4787.446,,,,,,,,False,,
TT002,R,Session 5,Reset Probe,trigger,,,4787.482,79.7914,1737.366,2026-07-04 15:37:25.788,4787.482,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,4890.104,81.5017,1839.988,2026-07-04 15:39:08.410,4890.104,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,4903.806,81.7301,1853.69,2026-07-04 15:39:22.112,4903.806,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4918.534,81.9756,1868.418,2026-07-04 15:39:36.840,4918.534,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4940.482,82.3414,1890.366,2026-07-04 15:39:58.788,4940.482,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,4955.128,82.5855,1905.012,2026-07-04 15:40:13.434,4955.128,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5000.396,83.3399,1950.28,2026-07-04 15:40:58.702,5000.396,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5023.112,83.7185,1972.996,2026-07-04 15:41:21.418,5023.112,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5056.27,84.2712,2006.154,2026-07-04 15:41:54.576,5056.27,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5104.218,85.0703,2054.102,2026-07-04 15:42:42.524,5104.218,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5142.024,85.7004,2091.908,2026-07-04 15:43:20.330,5142.024,,,,,,,,False,,
TT002,R,Session 5,No Rep Probe,trigger,,,5232.056,87.2009,2181.94,2026-07-04 15:44:50.362,5232.056,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,5323.374,88.7229,2273.258,2026-07-04 15:46:21.680,5323.374,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5351.052,89.1842,2300.936,2026-07-04 15:46:49.358,5351.052,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5387.26,89.7877,2337.144,2026-07-04 15:47:25.566,5387.26,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5447.238,90.7873,2397.122,2026-07-04 15:48:25.544,5447.238,,,,,,,,False,,
TT002,R,Session 5,Reset Probe,trigger,,,5447.322,90.7887,2397.206,2026-07-04 15:48:25.628,5447.322,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,5526.354,92.1059,2476.238,2026-07-04 15:49:44.660,5526.354,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5550.61,92.5102,2500.494,2026-07-04 15:50:08.916,5550.61,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5571.472,92.8579,2521.356,2026-07-04 15:50:29.778,5571.472,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5602.16,93.3693,2552.044,2026-07-04 15:51:00.466,5602.16,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5629.846,93.8308,2579.73,2026-07-04 15:51:28.152,5629.846,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5640.096,94.0016,2589.98,2026-07-04 15:51:38.402,5640.096,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5677.034,94.6172,2626.918,2026-07-04 15:52:15.340,5677.034,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5717.954,95.2992,2667.838,2026-07-04 15:52:56.260,5717.954,,,,,,,,False,,
TT002,R,Session 5,No Rep Probe,trigger,,,5807.96,96.7993,2757.844,2026-07-04 15:54:26.266,5807.96,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,5894.834,98.2472,2844.718,2026-07-04 15:55:53.140,5894.834,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5926.404,98.7734,2876.288,2026-07-04 15:56:24.710,5926.404,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5943.23,99.0538,2893.114,2026-07-04 15:56:41.536,5943.23,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,5966.266,99.4378,2916.15,2026-07-04 15:57:04.572,5966.266,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,5986.3,99.7717,2936.184,2026-07-04 15:57:24.606,5986.3,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6006.254,100.1042,2956.138,2026-07-04 15:57:44.560,6006.254,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6019.698,100.3283,2969.582,2026-07-04 15:57:58.004,6019.698,,,,,,,,False,,
TT002,R,Session 5,Reset Probe,trigger,,,6019.73,100.3288,2969.614,2026-07-04 15:57:58.036,6019.73,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,6111.552,101.8592,3061.436,2026-07-04 15:59:29.858,6111.552,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6145.67,102.4278,3095.554,2026-07-04 16:00:03.976,6145.67,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6179.414,102.9902,3129.298,2026-07-04 16:00:37.720,6179.414,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6200.924,103.3487,3150.808,2026-07-04 16:00:59.230,6200.924,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6221.478,103.6913,3171.362,2026-07-04 16:01:19.784,6221.478,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6233.24,103.8873,3183.124,2026-07-04 16:01:31.546,6233.24,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6248.71,104.1452,3198.594,2026-07-04 16:01:47.016,6248.71,,,,,,,,False,,
TT002,R,Session 5,trigger reset BTN,trigger,,,6262.806,104.3801,3212.69,2026-07-04 16:02:01.112,6262.806,,,,,,,,False,,
TT002,R,Session 5,Reset Probe,trigger,,,6262.844,104.3807,3212.728,2026-07-04 16:02:01.150,6262.844,,,,,,,,False,,
TT002,R,Session 5,End Probe,trigger,,,6349.896,105.8316,3299.78,2026-07-04 16:03:28.202,6349.896,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6382.094,106.3682,3331.978,2026-07-04 16:04:00.400,6382.094,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6413.214,106.8869,3363.098,2026-07-04 16:04:31.520,6413.214,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6446.896,107.4483,3396.78,2026-07-04 16:05:05.202,6446.896,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6465.906,107.7651,3415.79,2026-07-04 16:05:24.212,6465.906,,,,,,,,False,,
TT002,R,Session 5,trigger resp BTN,trigger,,,6483.472,108.0579,3433.356,2026-07-04 16:05:41.778,6483.472,,,,,,,,False,,
