subject,session,event,channel,onset_s,offset_s,duration_s
TT012,Session 5,Reset,Right Thumb,6901.916,6902.686,0.77
TT012,Session 5,Response,Left Index+Middle,7041.948,7043.158,1.21
TT012,Session 5,Response,Left Index+Middle,7072.058,7072.542,0.484
TT012,Session 5,Response,Left Index+Middle,7102.738,7103.402,0.664
TT012,Session 5,Response,Left Index+Middle,7132.272,7132.894,0.622
TT012,Session 5,Response,Left Index+Middle,7152.6,7153.212,0.612
TT012,Session 5,Response,Left Index+Middle,7183.866,7184.474,0.608
TT012,Session 5,Response,Left Index+Middle,7205.606,7206.254,0.648
TT012,Session 5,Reset,Right Thumb,7221.176,7221.87,0.694
TT012,Session 5,Reset,Right Thumb,7241.53,7242.226,0.696
TT012,Session 5,Reset,Right Thumb,7258.732,7259.538,0.806
TT012,Session 5,Response,Left Index+Middle,7271.952,7272.446,0.494
TT012,Session 5,Reset,Right Thumb,7289.022,7289.736,0.714
TT012,Session 5,Response,Left Index+Middle,7317.728,7318.288,0.56
TT012,Session 5,Response,Left Index+Middle,7346.774,7347.424,0.65
TT012,Session 5,Reset,Right Thumb,7366.268,7367.046,0.778
TT012,Session 5,Reset,Right Thumb,7390.252,7390.968,0.716
TT012,Session 5,Reset,Right Thumb,7399.074,7399.832,0.758
TT012,Session 5,Reset,Right Thumb,7411.016,7411.75,0.734
TT012,Session 5,Response,Left Index+Middle,7430.882,7431.728,0.846
TT012,Session 5,Reset,Right Thumb,7468.704,7469.384,0.68
TT012,Session 5,Response,Left Index+Middle,7498.476,7499.136,0.66
TT012,Session 5,Response,Left Index+Middle,7528.79,7529.416,0.626
TT012,Session 5,Response,Left Index+Middle,7547.866,7548.33,0.464
TT012,Session 5,Reset,Right Thumb,7566.122,7567.072,0.95
TT012,Session 5,Response,Left Index+Middle,7585.11,7586.114,1.004
TT012,Session 5,Reset,Right Thumb,7605.876,7606.586,0.71
TT012,Session 5,Response,Left Index+Middle,7634.238,7634.944,0.706
TT012,Session 5,Reset,Right Thumb,7646.644,7647.43,0.786
TT012,Session 5,Reset,Right Thumb,7673.072,7673.8,0.728
TT012,Session 5,Reset,Right Thumb,7683.632,7684.42,0.788
TT012,Session 5,Response,Left Index+Middle,7694.188,7694.548,0.36
TT012,Session 5,Reset,Right Thumb,7730.43,7731.22,0.79
TT012,Session 5,Reset,Right Thumb,7783.33,7784.03,0.7
TT012,Session 5,Reset,Right Thumb,7819.286,7819.974,0.688
