subject,session,event,channel,onset_s,offset_s,duration_s
TT003,Session 5,Response,Right Thumb,8566.864,8568.024,1.16
TT003,Session 5,Response,Right Thumb,8594.336,8595.058,0.722
TT003,Session 5,Response,Right Thumb,8607.462,8608.312,0.85
TT003,Session 5,Response,Right Thumb,8623.516,8624.178,0.662
TT003,Session 5,Response,Right Thumb,8673.688,8674.598,0.91
TT003,Session 5,Response,Right Thumb,8710.836,8711.634,0.798
TT003,Session 5,Response,Right Thumb,8843.964,8844.906,0.942
TT003,Session 5,Response,Right Thumb,8877.14,8877.754,0.614
TT003,Session 5,Response,Right Thumb,8895.98,8896.504,0.524
TT003,Session 5,Response,Right Thumb,8914.078,8914.636,0.558
TT003,Session 5,Response,Right Thumb,8928.236,8928.826,0.59
TT003,Session 5,Response,Right Thumb,8956.726,8957.586,0.86
TT003,Session 5,Response,Right Thumb,8975.18,8975.78,0.6
TT003,Session 5,Response,Right Thumb,8992.484,8993.214,0.73
TT003,Session 5,Response,Right Thumb,9011.682,9012.32,0.638
TT003,Session 5,Response,Right Thumb,9115.646,9116.36,0.714
TT003,Session 5,Response,Right Thumb,9138.098,9138.698,0.6
TT003,Session 5,Response,Right Thumb,9165.376,9165.942,0.566
TT003,Session 5,Response,Right Thumb,9215.476,9216.138,0.662
TT003,Session 5,Response,Right Thumb,9245.39,9245.964,0.574
TT003,Session 5,Response,Right Thumb,9259.412,9260.134,0.722
TT003,Session 7,Response,Right Thumb,10068.83,10069.846,1.016
TT003,Session 7,Response,Right Thumb,10094.652,10095.63,0.978
TT003,Session 7,Response,Right Thumb,10127.518,10128.45,0.932
TT003,Session 7,Response,Right Thumb,10161.528,10162.45,0.922
TT003,Session 7,Response,Right Thumb,10188.944,10189.878,0.934
TT003,Session 7,Response,Right Thumb,10218.516,10219.826,1.31
TT003,Session 7,Response,Right Thumb,10253.61,10254.62,1.01
TT003,Session 7,Response,Right Thumb,10295.178,10296.538,1.36
TT003,Session 7,Response,Right Thumb,10326.562,10327.518,0.956
TT003,Session 7,Response,Right Thumb,10367.322,10368.424,1.102
TT003,Session 7,Response,Right Thumb,10407.014,10408.26,1.246
TT003,Session 7,Response,Right Thumb,10454.942,10459.276,4.334
TT003,Session 7,Response,Right Thumb,10491.654,10493.24,1.586
TT003,Session 7,Response,Right Thumb,10527.622,10528.694,1.072
TT003,Session 7,Response,Right Thumb,10568.674,10570.764,2.09
TT003,Session 7,Response,Right Thumb,10615.638,10616.798,1.16
TT003,Session 7,Response,Right Thumb,10660.462,10661.738,1.276
TT003,Session 7,Response,Right Thumb,10697.924,10699.17,1.246
TT003,Session 7,Response,Right Thumb,10743.982,10745.334,1.352
TT003,Session 7,Response,Right Thumb,10780.404,10781.674,1.27
