subject,session,event,channel,onset_s,offset_s,duration_s
TT011,pre-session,Reset,Right Thumb,938.07,938.244,0.174
TT011,Session 3,Response,Left Thumb,1143.606,1144.2,0.594
TT011,Session 3,Response,Left Thumb,1152.032,1152.906,0.874
TT011,Session 3,Reset,Right Thumb,1156.87,1158.006,1.136
TT011,Session 3,Response,Left Thumb,1167.556,1168.06,0.504
TT011,Session 3,Response,Left Thumb,1176.022,1176.196,0.174
TT011,Session 3,Response,Left Thumb,1186.574,1186.804,0.23
TT011,Session 4,Response,Left Thumb,1447.968,1448.47,0.502
TT011,Session 4,Response,Left Thumb,1475.126,1475.656,0.53
TT011,Session 4,Response,Left Thumb,1502.2,1502.7,0.5
TT011,Session 4,Response,Left Thumb,1529.63,1530.158,0.528
TT011,Session 4,Response,Left Thumb,1560.02,1560.548,0.528
TT011,Session 4,Response,Left Thumb,1591.874,1592.36,0.486
TT011,Session 4,Response,Left Thumb,1623.582,1624.04,0.458
TT011,Session 4,Response,Left Thumb,1655.9,1656.466,0.566
TT011,Session 4,Response,Left Thumb,1685.826,1686.02,0.194
TT011,Session 4,Response,Left Thumb,1720.452,1720.666,0.214
TT011,Session 4,Response,Left Thumb,1754.282,1754.774,0.492
TT011,Session 4,Response,Left Thumb,1787.588,1788.09,0.502
TT011,Session 4,Response,Left Thumb,1824.59,1825.14,0.55
TT011,Session 4,Response,Left Thumb,1861.154,1861.674,0.52
TT011,Session 4,Response,Left Thumb,1898.572,1899.098,0.526
TT011,Session 4,Response,Left Thumb,1938.616,1939.174,0.558
TT011,Session 4,Response,Left Thumb,1971.548,1972.234,0.686
TT011,Session 4,Response,Left Thumb,2015.11,2015.584,0.474
TT011,Session 4,Response,Left Thumb,2055.124,2055.614,0.49
TT011,Session 4,Response,Left Thumb,2091.918,2092.492,0.574
TT011,Session 4,Response,Left Thumb,2133.176,2133.722,0.546
TT011,Session 4,Response,Left Thumb,2170.246,2170.746,0.5
TT011,Session 4,Response,Left Thumb,2210.376,2211.008,0.632
TT011,Session 4,Response,Left Thumb,2255.18,2255.688,0.508
TT011,Session 4,Response,Left Thumb,2291.578,2292.066,0.488
TT011,Session 5,Response,Left Thumb,2616.374,2616.976,0.602
TT011,Session 5,Response,Left Thumb,2644.326,2644.862,0.536
TT011,Session 5,Response,Left Thumb,2679.066,2679.6,0.534
TT011,Session 5,Response,Left Thumb,2710.394,2710.93,0.536
TT011,Session 5,Response,Left Thumb,2745.408,2746.018,0.61
TT011,Session 5,Response,Left Thumb,2786.42,2787.032,0.612
TT011,Session 5,Response,Left Thumb,2822.606,2824.622,2.016
TT011,Session 5,Response,Left Thumb,2866.512,2867.332,0.82
TT011,Session 5,Response,Left Thumb,2899.4,2900.052,0.652
TT011,Session 5,Response,Left Thumb,2937.77,2938.354,0.584
TT011,Session 5,Response,Left Thumb,2973.284,2973.954,0.67
TT011,Session 5,Response,Left Thumb,2988.38,2988.622,0.242
TT011,Session 5,Response,Left Thumb,3008.084,3008.604,0.52
TT011,Session 5,Response,Left Thumb,3050.274,3050.796,0.522
TT011,Session 5,Response,Left Thumb,3095.14,3095.792,0.652
TT011,Session 5,Response,Left Thumb,3131.79,3132.354,0.564
TT011,Session 5,Response,Left Thumb,3164.556,3165.156,0.6
TT011,Session 5,Response,Left Thumb,3199.08,3199.636,0.556
TT011,Session 5,Response,Left Thumb,3223.674,3224.322,0.648
TT011,Session 5,Response,Left Thumb,3250.954,3251.584,0.63
TT011,Session 5,Response,Left Thumb,3280.188,3280.384,0.196
TT011,Session 5,Response,Left Thumb,3331.564,3332.192,0.628
TT011,Session 5,Response,Left Thumb,3362.076,3362.702,0.626
TT011,Session 5,Response,Left Thumb,3404.814,3405.4,0.586
TT011,Session 5,Response,Left Thumb,3439.512,3440.046,0.534
TT011,Session 5,Response,Left Thumb,3475.156,3475.77,0.614
TT011,Session 5,Response,Left Thumb,3503.488,3504.044,0.556
TT011,Session 5,Response,Left Thumb,3524.694,3525.31,0.616
TT011,Session 5,Response,Left Thumb,3557.972,3558.648,0.676
TT011,Session 5,Response,Left Thumb,3586.402,3587.248,0.846
TT011,Session 5,Response,Left Thumb,3648.396,3648.996,0.6
TT011,Session 5,Response,Left Thumb,3676.378,3676.946,0.568
TT011,Session 5,Response,Left Thumb,3732.17,3732.718,0.548
TT011,Session 5,Response,Left Thumb,3765.97,3766.154,0.184
TT011,Session 5,Response,Left Thumb,3817.558,3818.096,0.538
TT011,Session 5,Response,Left Thumb,3853.524,3854.104,0.58
TT011,Session 5,Response,Left Thumb,3880.372,3880.542,0.17
TT011,Session 5,Response,Left Thumb,3903.62,3904.264,0.644
TT011,Session 5,Response,Left Thumb,3932.03,3932.584,0.554
TT011,Session 5,Response,Left Thumb,4018.834,4019.356,0.522
TT011,Session 5,Response,Left Thumb,4047.552,4047.708,0.156
TT011,Session 5,Response,Left Thumb,4144.624,4145.104,0.48
TT011,Session 5,Response,Left Thumb,4193.222,4193.404,0.182
TT011,Session 5,Response,Left Thumb,4255.876,4256.032,0.156
TT011,Session 5,Reset,Right Thumb,4331.27,4345.172,13.902
TT011,Session 5,Response,Left Thumb,4370.216,4370.816,0.6
TT011,Session 6,Response,Left Thumb,4729.076,4729.254,0.178
TT011,Session 6,Response,Left Thumb,4788.908,4789.514,0.606
TT011,Session 6,Response,Left Thumb,4938.388,4938.98,0.592
TT011,Session 6,Response,Left Thumb,4996.444,4997.036,0.592
TT011,Session 6,Response,Left Thumb,5023.91,5024.518,0.608
TT011,Session 6,Response,Left Thumb,5053.544,5053.726,0.182
TT011,Session 6,Response,Left Thumb,5238.02,5238.67,0.65
TT011,Session 6,Response,Left Thumb,5297.518,5297.684,0.166
TT011,Session 6,Response,Left Thumb,5327.026,5327.182,0.156
TT011,Session 6,Response,Left Thumb,5358.862,5359.026,0.164
