subject,session,event,channel,onset_s,offset_s,duration_s
TT002,Session 3,Response,Right Ring+Pinky,1569.618,1570.264,0.646
TT002,Session 4,Response,Right Ring+Pinky,1889.414,1890.502,1.088
TT002,Session 4,Response,Right Ring+Pinky,1916.584,1917.672,1.088
TT002,Session 4,Response,Right Ring+Pinky,1943.554,1944.606,1.052
TT002,Session 4,Response,Right Ring+Pinky,1971.136,1971.514,0.378
TT002,Session 4,Response,Right Ring+Pinky,2000.382,2001.27,0.888
TT002,Session 4,Response,Right Ring+Pinky,2033.282,2034.374,1.092
TT002,Session 4,Response,Right Ring+Pinky,2069.552,2069.812,0.26
TT002,Session 4,Response,Right Ring+Pinky,2097.768,2097.986,0.218
TT002,Session 4,Response,Right Ring+Pinky,2112.7,2113.53,0.83
TT002,Session 4,Response,Right Ring+Pinky,2141.6,2142.546,0.946
TT002,Session 4,Response,Right Ring+Pinky,2174.848,2175.768,0.92
TT002,Session 4,Response,Right Ring+Pinky,2203.982,2205.17,1.188
TT002,Session 4,Response,Right Ring+Pinky,2227.158,2228.032,0.874
TT002,Session 4,Response,Right Ring+Pinky,2292.702,2293.67,0.968
TT002,Session 4,Response,Right Ring+Pinky,2315.054,2316.044,0.99
TT002,Session 4,Response,Right Ring+Pinky,2365.72,2366.492,0.772
TT002,Session 4,Response,Right Ring+Pinky,2383.13,2384.262,1.132
TT002,Session 4,Response,Right Ring+Pinky,2408.134,2409.058,0.924
TT002,Session 4,Response,Right Ring+Pinky,2426.268,2427.196,0.928
TT002,Session 4,Response,Right Ring+Pinky,2468.188,2469.186,0.998
TT002,Session 4,Response,Right Ring+Pinky,2510.364,2511.504,1.14
TT002,Session 4,Response,Right Ring+Pinky,2532.978,2533.756,0.778
TT002,Session 4,Response,Right Ring+Pinky,2556.338,2557.126,0.788
TT002,Session 4,Response,Right Ring+Pinky,2603.708,2604.464,0.756
TT002,Session 4,Response,Right Ring+Pinky,2648.698,2649.5,0.802
TT002,Session 4,Response,Right Ring+Pinky,2697.234,2697.474,0.24
TT002,Session 4,Reset,Left Ring+Pinky,2705.036,2705.538,0.502
TT002,Session 4,Response,Right Ring+Pinky,2719.208,2719.892,0.684
TT002,Session 5,Response,Right Ring+Pinky,3051.414,3051.72,0.306
TT002,Session 5,Response,Right Ring+Pinky,3073.784,3075.108,1.324
TT002,Session 5,Response,Right Ring+Pinky,3099.88,3100.666,0.786
TT002,Session 5,Response,Right Ring+Pinky,3126.264,3127.12,0.856
TT002,Session 5,Response,Right Ring+Pinky,3242.734,3243.582,0.848
TT002,Session 5,Response,Right Ring+Pinky,3257.136,3257.942,0.806
TT002,Session 5,Response,Right Ring+Pinky,3282.412,3283.368,0.956
TT002,Session 5,Response,Right Ring+Pinky,3306.582,3307.67,1.088
TT002,Session 5,Response,Right Ring+Pinky,3336.062,3336.8,0.738
TT002,Session 5,Response,Right Ring+Pinky,3463.764,3464.622,0.858
TT002,Session 5,Response,Right Ring+Pinky,3494.75,3495.752,1.002
TT002,Session 5,Response,Right Ring+Pinky,3550.19,3551.1,0.91
TT002,Session 5,Response,Right Ring+Pinky,3582.944,3584.176,1.232
TT002,Session 5,Response,Right Ring+Pinky,3610.812,3611.674,0.862
TT002,Session 5,Response,Right Ring+Pinky,3630.366,3631.434,1.068
TT002,Session 5,Response,Right Ring+Pinky,3675.634,3676.458,0.824
TT002,Session 5,Response,Right Ring+Pinky,3693.1,3693.888,0.788
TT002,Session 5,Response,Right Ring+Pinky,3731.16,3731.902,0.742
TT002,Session 5,Response,Right Ring+Pinky,3782.764,3783.66,0.896
TT002,Session 5,Response,Right Ring+Pinky,3813.6,3814.356,0.756
TT002,Session 5,Response,Right Ring+Pinky,3942.36,3943.434,1.074
TT002,Session 5,Response,Right Ring+Pinky,3974.642,3975.61,0.968
TT002,Session 5,Response,Right Ring+Pinky,4007.544,4008.428,0.884
TT002,Session 5,Response,Right Ring+Pinky,4036.674,4036.908,0.234
TT002,Session 5,Response,Right Ring+Pinky,4065.104,4066.034,0.93
TT002,Session 5,Response,Right Ring+Pinky,4081.376,4081.562,0.186
TT002,Session 5,Response,Right Ring+Pinky,4107.06,4107.242,0.182
TT002,Session 5,Response,Right Ring+Pinky,4126.074,4126.254,0.18
TT002,Session 5,Response,Right Ring+Pinky,4269.504,4270.322,0.818
TT002,Session 5,Response,Right Ring+Pinky,4299.174,4300.206,1.032
TT002,Session 5,Response,Right Ring+Pinky,4331.58,4331.772,0.192
TT002,Session 5,Reset,Left Ring+Pinky,4355.544,4356.636,1.092
TT002,Session 5,Reset,Left Ring+Pinky,4375.232,4376.062,0.83
TT002,Session 5,Reset,Left Ring+Pinky,4387.368,4388.16,0.792
TT002,Session 5,Response,Right Ring+Pinky,4520.414,4521.396,0.982
TT002,Session 5,Reset,Left Ring+Pinky,4535.996,4536.906,0.91
TT002,Session 5,Response,Right Ring+Pinky,4561.65,4562.634,0.984
TT002,Session 5,Response,Right Ring+Pinky,4599.202,4600.07,0.868
TT002,Session 5,Response,Right Ring+Pinky,4621.982,4622.316,0.334
TT002,Session 5,Reset,Left Ring+Pinky,4641.826,4642.798,0.972
TT002,Session 5,Response,Right Ring+Pinky,4665.428,4666.228,0.8
TT002,Session 5,Reset,Left Ring+Pinky,4688.08,4689.004,0.924
TT002,Session 5,Reset,Left Ring+Pinky,4715.886,4716.636,0.75
TT002,Session 5,Reset,Left Ring+Pinky,4738.588,4739.322,0.734
TT002,Session 5,Reset,Left Ring+Pinky,4751.202,4751.842,0.64
TT002,Session 5,Reset,Left Ring+Pinky,4760.288,4760.936,0.648
TT002,Session 5,Reset,Left Ring+Pinky,4785.352,4785.956,0.604
TT002,Session 5,Reset,Left Ring+Pinky,4900.898,4901.808,0.91
TT002,Session 5,Response,Right Ring+Pinky,4916.122,4917.124,1.002
TT002,Session 5,Response,Right Ring+Pinky,4938.714,4939.748,1.034
TT002,Session 5,Response,Right Ring+Pinky,4953.2,4954.236,1.036
TT002,Session 5,Response,Right Ring+Pinky,4997.558,4998.454,0.896
TT002,Session 5,Response,Right Ring+Pinky,5021.692,5022.436,0.744
TT002,Session 5,Reset,Left Ring+Pinky,5051.73,5052.478,0.748
TT002,Session 5,Reset,Left Ring+Pinky,5100.382,5101.066,0.684
TT002,Session 5,Reset,Left Ring+Pinky,5139.804,5140.376,0.572
TT002,Session 5,Reset,Left Ring+Pinky,5324.414,5327.04,2.626
TT002,Session 5,Response,Right Ring+Pinky,5324.818,5326.254,1.436
TT002,Session 5,Reset,Left Ring+Pinky,5335.206,5335.702,0.496
TT002,Session 5,Reset,Left Ring+Pinky,5384.896,5385.682,0.786
TT002,Session 5,Reset,Left Ring+Pinky,5392.294,5393.05,0.756
TT002,Session 5,Reset,Left Ring+Pinky,5445.338,5445.968,0.63
TT002,Session 5,Reset,Left Ring+Pinky,5534.206,5535.038,0.832
TT002,Session 5,Reset,Left Ring+Pinky,5548.738,5549.474,0.736
TT002,Session 5,Response,Right Ring+Pinky,5569.174,5569.998,0.824
TT002,Session 5,Reset,Left Ring+Pinky,5600.144,5600.834,0.69
TT002,Session 5,Reset,Left Ring+Pinky,5628.216,5628.988,0.772
TT002,Session 5,Reset,Left Ring+Pinky,5637.914,5638.492,0.578
TT002,Session 5,Response,Right Ring+Pinky,5674.644,5674.876,0.232
TT002,Session 5,Reset,Left Ring+Pinky,5712.61,5713.286,0.676
TT002,Session 5,Reset,Left Ring+Pinky,5896.52,5896.726,0.206
TT002,Session 5,Response,Right Ring+Pinky,5901.018,5901.52,0.502
TT002,Session 5,Reset,Left Ring+Pinky,5908.106,5908.574,0.468
TT002,Session 5,Response,Right Ring+Pinky,5922.488,5923.766,1.278
TT002,Session 5,Response,Right Ring+Pinky,5939.474,5940.346,0.872
TT002,Session 5,Response,Right Ring+Pinky,5963.91,5964.708,0.798
TT002,Session 5,Reset,Left Ring+Pinky,5984.59,5985.442,0.852
TT002,Session 5,Reset,Left Ring+Pinky,6003.778,6004.516,0.738
TT002,Session 5,Reset,Left Ring+Pinky,6018.05,6018.898,0.848
TT002,Session 5,Reset,Left Ring+Pinky,6118.534,6118.886,0.352
TT002,Session 5,Response,Right Ring+Pinky,6142.77,6143.758,0.988
TT002,Session 5,Response,Right Ring+Pinky,6176.544,6177.562,1.018
TT002,Session 5,Reset,Left Ring+Pinky,6198.064,6198.92,0.856
TT002,Session 5,Reset,Left Ring+Pinky,6216.798,6217.57,0.772
TT002,Session 5,Reset,Left Ring+Pinky,6228.252,6229.062,0.81
TT002,Session 5,Reset,Left Ring+Pinky,6245.928,6246.728,0.8
TT002,Session 5,Reset,Left Ring+Pinky,6260.474,6261.142,0.668
TT002,Session 5,Reset,Left Ring+Pinky,6356.708,6357.054,0.346
TT002,Session 5,Response,Right Ring+Pinky,6380.748,6381.58,0.832
TT002,Session 5,Response,Right Ring+Pinky,6407.65,6408.456,0.806
TT002,Session 5,Response,Right Ring+Pinky,6444.572,6445.57,0.998
TT002,Session 5,Response,Right Ring+Pinky,6462.982,6463.83,0.848
TT002,Session 5,Response,Right Ring+Pinky,6480.336,6481.16,0.824
TT002,Session 5,Response,Right Ring+Pinky,6510.686,6511.55,0.864
TT002,Session 5,Response,Right Ring+Pinky,6542.116,6543.034,0.918
TT002,Session 5,Reset,Left Ring+Pinky,6594.582,6594.916,0.334
TT002,Session 5,Reset,Left Ring+Pinky,6614.984,6615.364,0.38
TT002,Session 5,Reset,Left Ring+Pinky,6690.04,6690.846,0.806
TT002,Session 5,Reset,Left Ring+Pinky,6737.67,6737.998,0.328
TT002,Session 5,Reset,Left Ring+Pinky,6790.79,6791.356,0.566
TT002,Session 5,Reset,Left Ring+Pinky,6852.554,6852.828,0.274
TT002,Session 5,Response,Right Ring+Pinky,7107.696,7108.756,1.06
TT002,Session 5,Response,Right Ring+Pinky,7135.216,7136.17,0.954
TT002,Session 5,Response,Right Ring+Pinky,7157.42,7158.348,0.928
TT002,Session 5,Reset,Left Ring+Pinky,7181.356,7183.352,1.996
TT002,Session 5,Reset,Left Ring+Pinky,7215.758,7216.04,0.282
TT002,Session 5,Reset,Left Ring+Pinky,7238.384,7238.596,0.212
TT002,Session 5,Response,Right Ring+Pinky,7398.546,7399.73,1.184
TT002,Session 5,Response,Right Ring+Pinky,7431.378,7432.72,1.342
TT002,Session 5,Response,Right Ring+Pinky,7464.368,7465.25,0.882
TT002,Session 5,Response,Right Ring+Pinky,7492.828,7493.638,0.81
TT002,Session 5,Reset,Left Ring+Pinky,7536.512,7536.902,0.39
TT002,Session 5,Reset,Left Ring+Pinky,7569.714,7570.06,0.346
TT002,Session 5,Response,Right Ring+Pinky,7604.008,7605.058,1.05
TT002,Session 5,Response,Right Ring+Pinky,7626.8,7627.7,0.9
TT002,Session 5,Reset,Left Ring+Pinky,7673.302,7674.026,0.724
TT002,Session 5,Response,Right Ring+Pinky,7691.592,7692.338,0.746
TT002,Session 5,Response,Right Ring+Pinky,7717.926,7718.608,0.682
TT002,Session 5,Reset,Left Ring+Pinky,7740.472,7741.326,0.854
TT002,Session 5,Reset,Left Ring+Pinky,7785.918,7786.556,0.638
TT002,Session 5,Response,Right Ring+Pinky,7814.268,7815.884,1.616
TT002,Session 5,Response,Right Ring+Pinky,7843.318,7844.288,0.97
TT002,Session 5,Reset,Left Ring+Pinky,7873.178,7873.868,0.69
TT002,Session 5,Reset,Left Ring+Pinky,7897.536,7898.106,0.57
TT002,Session 5,Reset,Left Ring+Pinky,7974.588,7974.956,0.368
TT002,Session 5,Response,Right Ring+Pinky,7975.212,7976.028,0.816
TT002,Session 5,Reset,Left Ring+Pinky,8067.816,8068.438,0.622
TT002,Session 5,Reset,Left Ring+Pinky,8227.632,8228.426,0.794
TT002,Session 5,Response,Right Ring+Pinky,8246.672,8248.176,1.504
TT002,Session 5,Response,Right Ring+Pinky,8279.512,8280.5,0.988
TT002,Session 5,Response,Right Ring+Pinky,8297.87,8298.878,1.008
TT002,Session 5,Response,Right Ring+Pinky,8340.226,8341.1,0.874
TT002,Session 5,Reset,Left Ring+Pinky,8414.316,8415.074,0.758
TT002,Session 7,Response,Right Ring+Pinky,9205.528,9206.968,1.44
TT002,Session 7,Response,Right Ring+Pinky,9230.6,9231.486,0.886
TT002,Session 7,Response,Right Ring+Pinky,9255.562,9256.53,0.968
TT002,Session 7,Response,Right Ring+Pinky,9286.164,9287.166,1.002
TT002,Session 7,Response,Right Ring+Pinky,9317.666,9318.942,1.276
TT002,Session 7,Response,Right Ring+Pinky,9353.36,9354.412,1.052
TT002,Session 7,Response,Right Ring+Pinky,9387.266,9388.354,1.088
TT002,Session 7,Response,Right Ring+Pinky,9428.824,9430.324,1.5
TT002,Session 7,Response,Right Ring+Pinky,9461.822,9462.728,0.906
TT002,Session 7,Response,Right Ring+Pinky,9495.054,9495.934,0.88
TT002,Session 7,Response,Right Ring+Pinky,9529.454,9530.52,1.066
TT002,Session 7,Response,Right Ring+Pinky,9565.938,9566.818,0.88
TT002,Session 7,Response,Right Ring+Pinky,9598.286,9599.168,0.882
TT002,Session 7,Reset,Left Ring+Pinky,9620.594,9621.5,0.906
TT002,Session 7,Response,Right Ring+Pinky,9627.468,9628.37,0.902
TT002,Session 7,Response,Right Ring+Pinky,9662.532,9663.388,0.856
TT002,Session 7,Response,Right Ring+Pinky,9699.608,9700.358,0.75
TT002,Session 7,Response,Right Ring+Pinky,9740.84,9741.708,0.868
TT002,Session 7,Response,Right Ring+Pinky,9775.922,9777.124,1.202
TT002,Session 7,Response,Right Ring+Pinky,9808.812,9809.694,0.882
TT002,Session 7,Response,Right Ring+Pinky,9836.56,9837.402,0.842
TT002,Session 7,Response,Right Ring+Pinky,9865.558,9866.442,0.884
TT002,Session 7,Response,Right Ring+Pinky,9907.012,9907.824,0.812
TT002,Session 7,Response,Right Ring+Pinky,9947.008,9947.886,0.878
TT002,Session 7,Response,Right Ring+Pinky,9978.23,9979.13,0.9
TT002,Session 7,Response,Right Ring+Pinky,10018.138,10019.106,0.968
TT002,Session 7,Reset,Left Ring+Pinky,10030.386,10031.714,1.328
TT002,Session 7,Response,Right Ring+Pinky,10070.434,10071.42,0.986
