subname,hand_response,session,event,source,channel,side,onset_s,onset_min,time_in_session_s,wall_time,onset_absolute,duration_s,delta_since_last_RR,irt,irt_roll,cv_irt_roll,streak_response,streak_reset,is_mirror,scorer,scored_at
TT001,L,Session 7,trigger resp BTN,trigger,,,11464.646,191.0774,395.738,2026-07-03 17:19:59.896,11464.646,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11502.61,191.7102,433.702,2026-07-03 17:20:37.860,11502.61,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11538.596,192.3099,469.688,2026-07-03 17:21:13.846,11538.596,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11580.886,193.0148,511.978,2026-07-03 17:21:56.136,11580.886,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11621.694,193.6949,552.786,2026-07-03 17:22:36.944,11621.694,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11663.712,194.3952,594.804,2026-07-03 17:23:18.962,11663.712,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11707.506,195.1251,638.598,2026-07-03 17:24:02.756,11707.506,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11748.876,195.8146,679.968,2026-07-03 17:24:44.126,11748.876,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11793.404,196.5567,724.496,2026-07-03 17:25:28.654,11793.404,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11836.818,197.2803,767.91,2026-07-03 17:26:12.068,11836.818,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11879.56,197.9927,810.652,2026-07-03 17:26:54.810,11879.56,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11923.582,198.7264,854.674,2026-07-03 17:27:38.832,11923.582,,,,,,,,False,,
TT001,L,Session 7,trigger resp BTN,trigger,,,11970.544,199.5091,901.636,2026-07-03 17:28:25.794,11970.544,,,,,,,,False,,
TT001,L,Session 7,Sched Probe,trigger,,,11971.676,199.5279,902.768,2026-07-03 17:28:26.926,11971.676,,,,,,,,False,,
TT001,L,Session 7,End Probe,trigger,,,12076.034,201.2672,1007.126,2026-07-03 17:30:11.284,12076.034,,,,,,,,False,,
TT001,L,Session 7,End Session 7,trigger,,,12076.07,201.2678,1007.162,2026-07-03 17:30:11.320,12076.07,,,,,,,,False,,
