subject,session,event,channel,onset_s,offset_s,duration_s
TT009,Session 5,Response,Left Index+Middle,5908.394,5912.606,4.212
TT009,Session 5,Reset,Right Ring+Pinky,5945.39,5946.11,0.72
TT009,Session 5,Reset,Right Ring+Pinky,6146.152,6146.892,0.74
TT009,Session 5,Reset,Right Ring+Pinky,6179.868,6180.546,0.678
TT009,Session 5,Response,Left Index+Middle,6206.878,6208.898,2.02
TT009,Session 5,Reset,Right Ring+Pinky,6210.514,6211.144,0.63
TT009,Session 5,Response,Left Index+Middle,6303.73,6304.264,0.534
TT009,Session 5,Response,Left Index+Middle,6325.512,6326.138,0.626
TT009,Session 5,Response,Left Index+Middle,6339.528,6340.08,0.552
TT009,Session 5,Response,Left Index+Middle,6365.066,6365.66,0.594
TT009,Session 5,Reset,Right Ring+Pinky,6391.748,6392.464,0.716
TT009,Session 5,Response,Left Index+Middle,6414.8,6415.348,0.548
TT009,Session 5,Reset,Right Ring+Pinky,6434.074,6435.018,0.944
TT009,Session 5,Response,Left Index+Middle,6447.744,6448.374,0.63
TT009,Session 5,Reset,Right Ring+Pinky,6492.596,6493.218,0.622
TT009,Session 5,Reset,Right Ring+Pinky,6523.084,6523.656,0.572
TT009,Session 5,Reset,Right Ring+Pinky,6546.786,6547.34,0.554
TT009,Session 5,Reset,Right Ring+Pinky,6589.294,6589.816,0.522
TT009,Session 5,Reset,Right Ring+Pinky,6727.22,6727.816,0.596
TT009,Session 5,Response,Left Index+Middle,6752.224,6752.85,0.626
TT009,Session 5,Reset,Right Ring+Pinky,6776.152,6777.048,0.896
TT009,Session 5,Reset,Right Ring+Pinky,6805.732,6806.388,0.656
TT009,Session 5,Reset,Right Ring+Pinky,6829.736,6830.354,0.618
TT009,Session 5,Reset,Right Ring+Pinky,6846.036,6846.624,0.588
TT009,Session 5,Reset,Right Ring+Pinky,6903.832,6904.006,0.174
TT009,Session 5,Reset,Right Ring+Pinky,7096.484,7097.112,0.628
TT009,Session 5,Reset,Right Ring+Pinky,7307.024,7307.648,0.624
TT009,Session 5,Reset,Right Ring+Pinky,7491.978,7492.67,0.692
TT009,Session 5,Reset,Right Ring+Pinky,7537.072,7537.762,0.69
TT009,Session 5,Reset,Right Ring+Pinky,7602.184,7602.862,0.678
TT009,Session 5,Response,Left Index+Middle,7720.8,7721.488,0.688
TT009,Session 5,Reset,Right Ring+Pinky,7753.8,7754.424,0.624
TT009,Session 5,Reset,Right Ring+Pinky,7775.614,7776.316,0.702
TT009,Session 5,Reset,Right Ring+Pinky,7819.204,7819.784,0.58
TT009,Session 5,Response,Left Index+Middle,7836.334,7836.604,0.27
TT009,Session 5,Response,Left Index+Middle,7851.394,7852.032,0.638
TT009,Session 5,Reset,Right Ring+Pinky,8035.728,8036.42,0.692
TT009,Session 5,Reset,Right Ring+Pinky,8069.022,8069.678,0.656
TT009,Session 5,Reset,Right Ring+Pinky,8127.154,8127.786,0.632
TT009,Session 5,Reset,Right Ring+Pinky,8236.812,8237.578,0.766
TT009,Session 5,Reset,Right Ring+Pinky,8264.794,8265.484,0.69
TT009,Session 5,Response,Left Index+Middle,8287.542,8288.154,0.612
TT009,Session 5,Reset,Right Ring+Pinky,8310.78,8311.028,0.248
TT009,Session 5,Reset,Right Ring+Pinky,8376.746,8377.358,0.612
TT009,Session 5,Response,Left Index+Middle,8621.484,8622.164,0.68
TT009,Session 5,Reset,Right Ring+Pinky,8639.282,8639.51,0.228
TT009,Session 5,Response,Left Index+Middle,8661.056,8661.668,0.612
TT009,Session 5,Response,Left Index+Middle,8760.506,8763.4,2.894
TT009,Session 5,Response,Left Index+Middle,8790.304,8790.964,0.66
TT009,Session 5,Response,Left Index+Middle,8833.278,8834.042,0.764
TT009,Session 5,Response,Left Index+Middle,8854.956,8855.812,0.856
TT009,Session 5,Response,Left Index+Middle,8874.4,8875.042,0.642
TT009,Session 5,Response,Left Index+Middle,8892.052,8892.728,0.676
TT009,Session 5,Response,Left Index+Middle,9086.006,9086.946,0.94
TT009,Session 5,Response,Left Index+Middle,9098.11,9098.744,0.634
TT009,Session 5,Reset,Right Ring+Pinky,9161.55,9162.202,0.652
TT009,Session 5,Response,Left Index+Middle,9173.756,9174.418,0.662
TT009,Session 5,Response,Left Index+Middle,9204.696,9205.448,0.752
TT009,Session 5,Reset,Right Ring+Pinky,9274.076,9274.724,0.648
TT009,Session 5,Response,Left Index+Middle,9292.82,9293.458,0.638
TT009,Session 5,Reset,Right Ring+Pinky,9324.336,9325.184,0.848
