subname,scorer,session,session_raw,interval_idx,anchor_event,t_start_s,t_end_s,t_mid_min,irt_s,irt_error_s,irt_abs_error_s,irt_ratio,press_duration_s,valid,exclusion,irt_roll,cv_roll_pct,t_exp_s,t_exp_min
TT003,Phi,Wake2,Session 7,4,Response,124.7588,152.1894,2.3079,27.4306,-2.5694,2.5694,0.9144,0.9516,True,,30.0297,13.354,7362.5141,122.7086
TT003,Phi,Wake2,Session 7,5,Response,152.1894,181.7533,2.7829,29.5639,-0.4361,0.4361,0.9855,1.3323,True,,29.9366,11.621,7391.0114,123.1835
TT003,Phi,Wake2,Session 7,6,Response,181.7533,216.781,3.3211,35.0277,5.0277,5.0277,1.1676,1.1182,True,,31.7764,10.018,7423.3072,123.7218
TT003,Phi,Wake2,Session 7,7,Response,216.781,258.375,3.9596,41.594,11.594,11.594,1.3865,1.1658,True,,33.5289,16.367,7461.618,124.3603
TT003,Phi,Wake2,Session 7,8,Response,258.375,289.5646,4.5662,31.1896,1.1896,1.1896,1.0397,1.1896,True,,32.9612,16.896,7498.0098,124.9668
TT003,Phi,Wake2,Session 7,9,Response,289.5646,330.4686,5.1669,40.904,10.904,10.904,1.3635,1.1658,True,,35.6558,15.378,7534.0566,125.5676
TT003,Phi,Wake2,Session 7,10,Response,330.4686,370.3021,5.8398,39.8335,9.8335,9.8335,1.3278,1.2371,True,,37.7098,11.823,7574.4254,126.2404
TT003,Phi,Wake2,Session 7,11,Response,370.3021,418.2085,6.5709,47.9064,17.9064,17.9064,1.5969,0.9041,True,,40.2855,14.848,7618.2953,126.9716
TT003,Phi,Wake2,Session 7,12,Response,418.2085,455.4487,7.2805,37.2402,7.2402,7.2402,1.2413,1.0706,True,,39.4147,15.374,7660.8686,127.6811
TT003,Phi,Wake2,Session 7,13,Response,455.4487,490.8493,7.8858,35.4006,5.4006,5.4006,1.18,1.0706,True,,40.2569,11.9,7697.189,128.2865
TT003,Phi,Wake2,Session 7,14,Response,490.8493,531.9199,8.5231,41.0706,11.0706,11.0706,1.369,0.6899,True,,40.2903,11.905,7735.4246,128.9237
TT003,Phi,Wake2,Session 7,15,Response,531.9199,578.8984,9.2568,46.9785,16.9785,16.9785,1.5659,1.1896,True,,41.7193,13.472,7779.4492,129.6575
TT003,Phi,Wake2,Session 7,16,Response,578.8984,623.7193,10.0218,44.8209,14.8209,14.8209,1.494,1.1933,True,,41.1022,11.906,7825.3488,130.4225
TT003,Phi,Wake2,Session 7,17,Response,623.7193,661.156,10.7073,37.4367,7.4367,7.4367,1.2479,1.2211,True,,41.1415,11.802,7866.4776,131.108
TT003,Phi,Wake2,Session 7,18,Response,661.156,707.2154,11.4031,46.0594,16.0594,16.0594,1.5353,1.3104,True,,43.2732,9.157,7908.2257,131.8038
TT003,Phi,Wake2,Session 7,19,Response,707.2154,743.609,12.0902,36.3936,6.3936,6.3936,1.2131,1.4037,True,,42.3378,11.863,7949.4522,132.4909
TT003,Phi,Wake2,Session 7,20,Response,743.609,781.7676,12.7115,38.1586,8.1586,8.1586,1.272,1.4051,True,,40.5738,11.11,7986.7283,133.1121
TT003,Phi,Wake2,Session 7,21,Response,781.7676,831.21,13.4415,49.4424,19.4424,19.4424,1.6481,1.0985,True,,41.4981,14.135,8030.5288,133.8421
TT003,Phi,Wake2,Session 7,22,Response,831.21,879.2267,14.2536,48.0167,18.0167,18.0167,1.6006,0.8253,True,,43.6141,13.624,8079.2584,134.6543
TT004,Phi,Nap1,Session 6,1,Response,24.1045,49.0562,0.6097,24.9517,-5.0483,5.0483,0.8317,0.6305,True,,,,1050.4604,17.5077
TT004,Phi,Nap1,Session 6,2,Response,49.0562,75.3448,1.0367,26.2886,-3.7114,3.7114,0.8763,0.6067,True,,25.6201,3.69,1076.0805,17.9347
TT004,Phi,Nap1,Session 6,3,Response,75.3448,99.5201,1.4572,24.1753,-5.8247,5.8247,0.8058,0.6186,True,,25.1385,4.252,1101.3124,18.3552
TT004,Phi,Nap1,Session 6,4,Response,99.5201,124.8651,1.8699,25.345,-4.655,4.655,0.8448,0.6899,True,,25.1901,3.489,1126.0726,18.7679
TT004,Phi,Nap1,Session 6,5,Reset,146.0,174.6867,2.6724,28.6867,-1.3133,1.3133,0.9562,0.6067,True,,25.8895,6.717,1174.2234,19.5704
TT004,Phi,Nap1,Session 6,6,Response,174.6867,202.8191,3.1459,28.1324,-1.8676,1.8676,0.9377,0.7494,True,,26.5256,7.11,1202.6329,20.0439
TT004,Phi,Nap1,Session 6,7,Reset,262.5741,292.2481,4.6235,29.674,-0.326,0.326,0.9891,0.7375,True,,27.2027,8.58,1291.2911,21.5215
TT004,Phi,Nap1,Session 6,8,Reset,508.7469,531.0039,8.6646,22.257,-7.743,7.743,0.7419,0.8089,True,,26.819,11.24,1533.7554,25.5626
TT004,Phi,Nap1,Session 6,9,Reset,856.2489,884.7629,14.5084,28.514,-1.486,1.486,0.9505,0.7137,True,,27.4528,10.781,1884.3859,31.4064
TT004,Phi,Nap1,Session 6,10,Reset,1055.3368,1079.0443,17.7865,23.7075,-6.2925,6.2925,0.7902,0.7851,True,,26.457,12.333,2081.0706,34.6845
TT004,Phi,Nap1,Session 6,11,Response,1079.0443,1106.0229,18.2089,26.9786,-3.0214,3.0214,0.8993,0.7732,True,,26.2262,12.025,2106.4136,35.1069
TT004,Phi,Nap1,Session 6,12,Response,1106.0229,1130.9277,18.6413,24.9048,-5.0952,5.0952,0.8302,0.7375,True,,25.2724,9.911,2132.3553,35.5393
TT004,Phi,Nap2,Session 7,1,Response,29.4366,57.9021,0.7278,28.4655,-1.5345,1.5345,0.9489,0.7256,True,,,,2474.5294,41.2422
TT004,Phi,Nap2,Session 7,2,Response,57.9021,87.5333,1.212,29.6312,-0.3688,0.3688,0.9877,0.6899,True,,29.0483,2.838,2503.5777,41.7263
TT004,Phi,Nap2,Session 7,3,EndProbe,162.934,193.5289,2.9705,30.5949,0.5949,0.5949,1.0198,0.9041,True,,29.5639,3.607,2609.0914,43.4849
TT004,Phi,Nap2,Session 7,4,Response,193.5289,221.6018,3.4594,28.0729,-1.9271,1.9271,0.9358,0.6662,True,,29.1911,3.926,2638.4254,43.9738
TT004,Phi,Nap2,Session 7,5,Response,221.6018,248.6677,3.9189,27.0659,-2.9341,2.9341,0.9022,0.7137,True,,28.7661,4.777,2665.9948,44.4332
TT004,Phi,Nap2,Session 7,6,Response,248.6677,277.569,4.3853,28.9013,-1.0987,1.0987,0.9634,0.7494,True,,28.8532,4.728,2693.9784,44.8996
TT004,Phi,Nap2,Session 7,7,Response,277.569,306.7482,4.8693,29.1792,-0.8208,0.8208,0.9726,0.7375,True,,28.7628,4.568,2723.0186,45.3836
TT004,Phi,Nap2,Session 7,8,EndProbe,379.322,408.2871,6.5634,28.9651,-1.0349,1.0349,0.9655,0.6662,True,,28.4369,3.075,2824.6646,47.0777
TT004,Phi,Nap2,Session 7,9,Response,408.2871,438.7348,7.0585,30.4477,0.4477,0.4477,1.0149,0.7256,True,,28.9118,4.18,2854.371,47.5728
TT004,Phi,Nap2,Session 7,10,Response,438.7348,469.2225,7.5663,30.4877,0.4877,0.4877,1.0163,0.8208,True,,29.5962,2.711,2884.8386,48.0806
TT004,Phi,Nap2,Session 7,11,Response,469.2225,505.337,8.1213,36.1145,6.1145,6.1145,1.2038,0.7851,True,,31.0388,9.417,2918.1398,48.6357
TT004,Phi,Nap2,Session 7,12,Response,505.337,534.8136,8.6679,29.4766,-0.5234,0.5234,0.9826,0.7375,True,,31.0983,9.256,2950.9353,49.1823
TT004,Phi,Nap2,Session 7,13,Response,534.8136,562.8389,9.1471,28.0253,-1.9747,1.9747,0.9342,0.7137,True,,30.9104,9.952,2979.6863,49.6614
TT004,Phi,Nap2,Session 7,14,Response,562.8389,592.03,9.6239,29.1911,-0.8089,0.8089,0.973,0.6899,True,,30.659,10.351,3008.2945,50.1382
TT004,Phi,Nap2,Session 7,15,Response,592.03,622.268,10.1191,30.238,0.238,0.238,1.0079,0.7137,True,,30.6091,10.385,3038.009,50.6335
TT004,Phi,Nap2,Session 7,16,EndProbe,693.578,721.007,11.7882,27.429,-2.571,2.571,0.9143,0.6186,True,,28.872,3.923,3138.1525,52.3025
TT004,Phi,Nap2,Session 7,17,Response,721.007,749.8097,12.2568,28.8027,-1.1973,1.1973,0.9601,0.6899,True,,28.7372,3.764,3166.2684,52.7711
TT004,Phi,Nap2,Session 7,18,Reset,772.5772,802.8549,13.1286,30.2777,0.2777,0.2777,1.0093,0.5948,True,,29.1877,4.029,3218.576,53.6429
TT004,Phi,Nap2,Session 7,19,Response,802.8549,833.6638,13.6377,30.8089,0.8089,0.8089,1.027,0.5948,True,,29.5113,4.682,3249.1194,54.152
TT004,Phi,Nap2,Session 7,20,Response,833.6638,875.8604,14.246,42.1966,12.1966,12.1966,1.4066,0.7851,True,,31.903,18.506,3285.6221,54.7604
TT004,Phi,Nap2,Session 7,21,Response,875.8604,912.2126,14.9006,36.3522,6.3522,6.3522,1.2117,0.7375,True,,33.6876,16.48,3324.8965,55.4149
TT004,Phi,Nap2,Session 7,22,Reset,923.0924,932.525,15.4635,9.4326,-20.5674,20.5674,0.3144,1.4037,True,,29.8136,41.512,3358.6687,55.9778
TT004,Phi,Nap2,Session 7,23,Response,932.525,961.0499,15.7798,28.5249,-1.4751,1.4751,0.9508,0.7137,True,,29.463,42.034,3377.6475,56.2941
TT004,Phi,Nap2,Session 7,24,Reset,989.3846,1022.0492,16.7619,32.6646,2.6646,2.6646,1.0888,0.7137,True,,29.8342,41.773,3436.5769,57.2763
TT004,Phi,Nap2,Session 7,25,EndProbe,1150.896,1185.697,19.4716,34.801,4.801,4.801,1.16,0.8327,True,,28.3551,38.72,3599.1565,59.9859
TT004,Phi,Nap2,Session 7,26,Reset,1225.594,1254.5948,20.6682,29.0008,-0.9992,0.9992,0.9667,0.7137,True,,26.8848,37.558,3670.9544,61.1826
TT004,Phi,Nap2,Session 7,27,Reset,1265.9984,1289.392,21.2949,23.3936,-6.6064,6.6064,0.7798,0.6899,True,,29.677,14.731,3708.5552,61.8093
TT004,Phi,Nap2,Session 7,28,Response,1289.392,1321.9376,21.7611,32.5456,2.5456,2.5456,1.0849,0.6186,True,,30.4811,14.682,3736.5248,62.2754
TT004,Phi,Nap2,Session 7,29,Reset,1335.0382,1365.9622,22.5083,30.924,0.924,0.924,1.0308,0.6899,True,,30.133,14.364,3781.3602,63.0227
TT004,Phi,Nap2,Session 7,30,Reset,1394.392,1415.4902,23.4157,21.0982,-8.9018,8.9018,0.7033,0.7137,True,,27.3924,17.998,3835.8011,63.93
TT004,Phi,Nap2,Session 7,31,EndProbe,1605.692,1635.7282,27.0118,30.0362,0.0362,0.0362,1.0012,0.7375,True,,27.5995,18.244,4051.5701,67.5262
TT004,Phi,Nap2,Session 7,32,Reset,2161.6607,2185.9509,36.2301,24.2902,-5.7098,5.7098,0.8097,1.4988,True,,27.7788,17.498,4604.6658,76.7444
TT004,Phi,Nap2,Session 7,33,EndProbe,2300.084,2342.525,38.6884,42.441,12.441,12.441,1.4147,0.6899,True,,29.7579,27.465,4752.1645,79.2027
TT004,Phi,Nap2,Session 7,34,Response,2342.525,2386.2364,39.4063,43.7114,13.7114,13.7114,1.457,0.7613,True,,32.3154,32.003,4795.2407,79.9207
TT004,Phi,Nap2,Session 7,35,Response,2386.2364,2432.4298,40.1556,46.1934,16.1934,16.1934,1.5398,0.8327,True,,37.3344,25.714,4840.1931,80.6699
TT004,Phi,Nap2,Session 7,36,Reset,2471.1927,2505.594,41.4732,34.4013,4.4013,4.4013,1.1467,0.6899,True,,38.2075,23.416,4919.2534,81.9876
TT004,Phi,Nap2,Session 7,37,Response,2505.594,2542.2395,42.0653,36.6455,6.6455,6.6455,1.2215,0.6899,True,,40.6785,12.192,4954.7768,82.5796
TT004,Phi,Nap2,Session 7,38,EndProbe,2917.064,2960.8358,48.9825,43.7718,13.7718,13.7718,1.4591,0.6662,True,,40.9447,12.483,5369.8099,89.4968
TT004,Phi,Nap2,Session 7,39,Response,2960.8358,3019.0913,49.8327,58.2555,28.2555,28.2555,1.9419,0.6424,True,,43.8535,21.458,5420.8236,90.3471
TT004,Phi,Nap2,Session 7,40,EndProbe,3195.846,3238.4567,53.6192,42.6107,12.6107,12.6107,1.4204,0.7375,True,,43.137,21.613,5648.0114,94.1335
TT004,Phi,Nap2,Session 7,41,Response,3238.4567,3277.0928,54.2962,38.6361,8.6361,8.6361,1.2879,0.7375,True,,43.9839,19.294,5688.6348,94.8106
TT004,Phi,Nap2,Session 7,42,Response,3277.0928,3312.1919,54.9107,35.0991,5.0991,5.0991,1.17,0.6186,True,,43.6746,20.243,5725.5024,95.425
TT004,Phi,Nap2,Session 7,43,Response,3312.1919,3333.6432,55.382,21.4513,-8.5487,8.5487,0.715,0.5472,True,,39.2105,33.904,5753.7776,95.8963
TT004,Phi,Nap2,Session 7,44,Reset,3432.6755,3459.8366,57.4376,27.1611,-2.8389,2.8389,0.9054,0.7375,True,,32.9917,26.074,5877.1161,97.9519
TT004,Phi,Nap2,Session 7,45,Reset,3504.5948,3542.3346,58.7244,37.7398,7.7398,7.7398,1.258,0.9278,True,,32.0175,23.23,5954.3247,99.2387
TT004,Phi,Nap2,Session 7,46,EndProbe,3697.144,3730.6455,61.8982,33.5015,3.5015,3.5015,1.1167,0.8327,True,,30.9906,21.307,6144.7548,102.4126
TT004,Phi,Nap2,Session 7,47,Reset,4029.9793,4057.7352,67.3976,27.7559,-2.2441,2.2441,0.9252,0.7375,True,,29.5219,21.235,6474.7172,107.912
TT004,Phi,Nap2,Session 7,48,Response,4057.7352,4095.2371,67.9414,37.5019,7.5019,7.5019,1.2501,0.5948,True,,32.732,15.594,6507.3461,108.4558
TT004,Phi,Nap2,Session 7,49,Reset,4182.8105,4260.3779,70.3599,77.5674,47.5674,47.5674,2.5856,0.7554,True,,42.8133,46.352,6652.4542,110.8742
TT004,Phi,Nap2,Session 7,50,EndProbe,4697.926,4729.1529,78.559,31.2269,1.2269,1.2269,1.0409,0.6662,True,,41.5107,49.3,7144.3995,119.0733
TT004,Phi,Nap2,Session 7,51,Response,4729.1529,4757.5909,79.0562,28.438,-1.562,1.562,0.9479,0.8327,True,,40.498,52.043,7174.2319,119.5705
TT004,Phi,Nap2,Session 7,52,Response,4757.5909,4784.3553,79.5162,26.7644,-3.2356,3.2356,0.8921,0.7851,True,,40.2997,52.681,7201.8331,120.0306
TT004,Phi,Nap2,Session 7,53,Reset,4808.7882,4843.3799,80.4347,34.5917,4.5917,4.5917,1.1531,0.6899,True,,39.7177,53.794,7256.944,120.9491
TT004,Phi,Nap2,Session 7,54,Reset,4881.4766,4910.1681,81.597,28.6915,-1.3085,1.3085,0.9564,0.6186,True,,29.9425,10.184,7326.6824,122.1114
TT004,Phi,Nap2,Session 7,55,Reset,4931.1198,4962.9041,82.4502,31.7843,1.7843,1.7843,1.0595,0.6899,True,,30.054,10.373,7377.872,122.9645
TT004,Phi,Nap2,Session 7,56,Reset,4993.8081,5022.8767,83.4724,29.0686,-0.9314,0.9314,0.969,0.7137,True,,30.1801,10.098,7439.2024,123.9867
TT004,Phi,Nap2,Session 7,57,Reset,5036.5917,5064.8311,84.1785,28.2394,-1.7606,1.7606,0.9413,0.6899,True,,30.4751,8.808,7481.5714,124.6929
TT004,Phi,Nap2,Session 7,58,Reset,5079.9064,5112.4282,84.9361,32.5218,2.5218,2.5218,1.0841,0.7137,True,,30.0611,6.485,7527.0273,125.4505
TT004,Phi,Nap2,Session 7,59,Response,5112.4282,5145.4497,85.4823,33.0215,3.0215,3.0215,1.1007,0.7613,True,,30.9271,6.924,7559.799,125.9966
TT004,Phi,Nap2,Session 7,60,Reset,5177.3846,5189.7875,86.3931,12.4029,-17.5971,17.5971,0.4134,0.6424,True,,27.0508,31.238,7614.446,126.9074
TT004,Phi,Nap2,Session 7,61,Reset,5243.8422,5274.9444,87.6566,31.1022,1.1022,1.1022,1.0367,0.7613,True,,27.4576,31.39,7690.2533,128.1709
TT004,Phi,Nap2,Session 7,62,Reset,5305.9397,5333.1323,88.6589,27.1926,-2.8074,2.8074,0.9064,0.6186,True,,27.2482,31.591,7750.396,129.1733
TT004,Phi,Nap2,Session 7,63,Reset,5364.1791,5395.8445,89.6669,31.6654,1.6654,1.6654,1.0555,0.6899,True,,27.0769,31.334,7810.8718,130.1812
TT004,Phi,Wake1,Session 5,1,Response,32.8432,59.3759,0.7685,26.5327,-3.4673,3.4673,0.8844,0.6067,True,,,,46.1096,0.7685
TT004,Phi,Wake1,Session 5,2,Response,59.3759,86.2673,1.2137,26.8914,-3.1086,3.1086,0.8964,0.6662,True,,26.712,0.95,72.8216,1.2137
TT004,Phi,Wake1,Session 5,3,Response,86.2673,112.9732,1.6603,26.7059,-3.2941,3.2941,0.8902,0.6186,True,,26.71,0.672,99.6202,1.6603
TT004,Phi,Wake1,Session 5,4,Response,112.9732,141.4695,2.1204,28.4963,-1.5037,1.5037,0.9499,0.6424,True,,27.1566,3.333,127.2214,2.1204
TT004,Phi,Wake1,Session 5,5,Response,141.4695,170.2999,2.5981,28.8304,-1.1696,1.1696,0.961,0.6186,True,,27.4913,3.942,155.8847,2.5981
TT004,Phi,Wake1,Session 5,6,Response,170.2999,200.3514,3.0888,30.0515,0.0515,0.0515,1.0017,0.6305,True,,28.1951,4.971,185.3256,3.0888
TT004,Phi,Wake1,Session 5,7,Response,200.3514,228.8486,3.5767,28.4972,-1.5028,1.5028,0.9499,0.7375,True,,28.5163,4.199,214.6,3.5767
TT004,Phi,Wake1,Session 5,8,Response,228.8486,265.2562,4.1175,36.4076,6.4076,6.4076,1.2136,0.678,True,,30.4566,11.123,247.0524,4.1175
TT004,Phi,Wake1,Session 5,9,Response,265.2562,291.3863,4.6387,26.1301,-3.8699,3.8699,0.871,0.6662,True,,29.9834,12.881,278.3212,4.6387
TT004,Phi,Wake1,Session 5,10,Reset,335.3276,367.2308,5.8547,31.9032,1.9032,1.9032,1.0634,0.7137,True,,30.5979,12.671,351.2792,5.8547
TT004,Phi,Wake1,Session 5,11,Reset,390.6526,419.598,6.7521,28.9454,-1.0546,1.0546,0.9648,0.7613,True,,30.3767,12.994,405.1253,6.7521
TT004,Phi,Wake1,Session 5,12,Reset,451.4458,486.1246,7.8131,34.6788,4.6788,4.6788,1.156,0.6899,True,,31.613,13.2,468.7852,7.8131
TT004,Phi,Wake1,Session 5,13,Reset,523.2824,547.5172,8.9233,24.2348,-5.7652,5.7652,0.8078,0.6424,True,,29.1785,14.486,535.3998,8.9233
TT004,Phi,Wake1,Session 5,14,Reset,674.9668,713.2182,11.5682,38.2514,8.2514,8.2514,1.275,0.6899,True,,31.6027,16.974,694.0925,11.5682
TT004,Phi,Wake1,Session 5,15,Reset,735.2919,759.491,12.4565,24.1991,-5.8009,5.8009,0.8066,0.4282,True,,30.0619,20.904,747.3915,12.4565
TT004,Phi,Wake1,Session 5,16,Response,759.491,771.529,12.7585,12.038,-17.962,17.962,0.4013,0.6424,True,,26.6804,38.607,765.51,12.7585
TT004,Phi,Wake1,Session 5,17,Response,771.529,792.786,13.036,21.257,-8.743,8.743,0.7086,0.6186,True,,23.9961,39.194,782.1575,13.036
TT004,Phi,Wake1,Session 5,18,Response,792.786,813.8843,13.3889,21.0983,-8.9017,8.9017,0.7033,0.6662,True,,23.3688,40.607,803.3352,13.3889
TT004,Phi,Wake1,Session 5,19,Reset,823.9319,850.5973,13.9544,26.6654,-3.3346,3.3346,0.8888,0.5353,True,,21.0516,26.31,837.2646,13.9544
TT004,Phi,Wake2,Session 9,1,Response,30.8354,58.2184,0.7421,27.383,-2.617,2.617,0.9128,0.6662,True,,,,7947.6569,132.4609
TT004,Phi,Wake2,Session 9,2,Response,58.2184,87.814,1.2169,29.5956,-0.4044,0.4044,0.9865,0.6899,True,,28.4893,5.492,7976.1462,132.9358
TT004,Phi,Wake2,Session 9,3,Response,87.814,118.7418,1.7213,30.9278,0.9278,0.9278,1.0309,0.6424,True,,29.3021,6.111,8006.4079,133.4401
TT004,Phi,Wake2,Session 9,4,Response,118.7418,153.4048,2.2679,34.663,4.663,4.663,1.1554,0.7613,True,,30.6424,9.964,8039.2033,133.9867
TT004,Phi,Wake2,Session 9,5,Response,153.4048,187.0051,2.8367,33.6003,3.6003,3.6003,1.12,0.6424,True,,31.2339,9.466,8073.335,134.5556
TT004,Phi,Wake2,Session 9,6,Response,187.0051,223.9123,3.4243,36.9072,6.9072,6.9072,1.2302,0.6899,True,,33.1388,8.821,8108.5887,135.1431
TT004,Phi,Wake2,Session 9,7,Response,223.9123,256.0297,3.9995,32.1174,2.1174,2.1174,1.0706,0.7851,True,,33.6431,6.875,8143.101,135.7184
TT004,Phi,Wake2,Session 9,8,Response,256.0297,292.0726,4.5675,36.0429,6.0429,6.0429,1.2014,0.6899,True,,34.6662,5.502,8177.1812,136.2864
TT004,Phi,Wake2,Session 9,9,Response,292.0726,324.5308,5.1384,32.4582,2.4582,2.4582,1.0819,0.7137,True,,34.2252,6.276,8211.4317,136.8572
TT004,Phi,Wake2,Session 9,10,Response,324.5308,357.3144,5.682,32.7836,2.7836,2.7836,1.0928,0.7137,True,,34.0619,6.566,8244.0526,137.4009
TT004,Phi,Wake2,Session 9,11,Response,357.3144,393.3811,6.2558,36.0667,6.0667,6.0667,1.2022,0.6186,True,,33.8938,5.862,8278.4778,137.9746
TT004,Phi,Wake2,Session 9,12,Response,393.3811,427.5047,6.8407,34.1236,4.1236,4.1236,1.1375,0.7851,True,,34.295,5.025,8313.5729,138.5595
TT004,Phi,Wake2,Session 9,13,Response,427.5047,460.764,7.4022,33.2593,3.2593,3.2593,1.1086,0.7137,True,,33.7383,4.282,8347.2644,139.1211
TT004,Phi,Wake2,Session 9,14,Response,460.764,489.9314,7.9225,29.1674,-0.8326,0.8326,0.9722,0.8089,True,,33.0801,7.623,8378.4777,139.6413
TT004,Phi,Wake2,Session 9,15,Response,489.9314,527.2668,8.4767,37.3354,7.3354,7.3354,1.2445,0.6662,True,,33.9905,9.223,8411.7291,140.1955
TT004,Phi,Wake2,Session 9,16,Response,527.2668,566.6006,9.1156,39.3338,9.3338,9.3338,1.3111,0.8803,True,,34.6439,11.311,8450.0637,140.8344
TT004,Phi,Wake2,Session 9,17,Response,566.6006,602.2469,9.7404,35.6463,5.6463,5.6463,1.1882,0.7851,True,,34.9484,11.237,8487.5538,141.4592
TT004,Phi,Wake2,Session 9,18,Response,602.2469,638.4325,10.339,36.1856,6.1856,6.1856,1.2062,0.7137,True,,35.5337,10.777,8523.4697,142.0578
TT004,Phi,Wake2,Session 9,19,Response,638.4325,676.9575,10.9616,38.525,8.525,8.525,1.2842,0.6899,True,,37.4052,4.133,8560.825,142.6804
TT004,Phi,Wake2,Session 9,20,Response,676.9575,710.9782,11.5661,34.0207,4.0207,4.0207,1.134,0.6662,True,,36.7423,5.902,8597.0979,143.285
TT004,Phi,Wake2,Session 9,21,Response,710.9782,747.2906,12.1522,36.3124,6.3124,6.3124,1.2104,0.6662,True,,36.138,4.474,8632.2644,143.8711
TT004,Phi,Wake2,Session 9,22,Response,747.2906,784.174,12.7622,36.8834,6.8834,6.8834,1.2294,0.7613,True,,36.3854,4.445,8668.8623,144.481
TT004,Phi,Wake2,Session 9,23,Response,784.174,817.7426,13.3493,33.5686,3.5686,3.5686,1.119,0.8089,True,,35.862,5.746,8704.0883,145.0681
TT004,Phi,Wake2,Session 9,24,Response,817.7426,854.7212,13.9372,36.9786,6.9786,6.9786,1.2326,0.8089,True,,35.5527,4.593,8739.3619,145.656
TT004,Phi,Wake2,Session 9,25,Response,854.7212,901.1447,14.6322,46.4235,16.4235,16.4235,1.5474,0.9278,True,,38.0333,12.862,8781.063,146.351
TT005,Phi,Nap1,Session 4,1,Response,31.2175,65.6527,0.8073,34.4352,4.4352,4.4352,1.1478,0.6914,True,,,,1167.3751,19.4563
TT005,Phi,Nap1,Session 4,2,Response,65.6527,98.6526,1.3692,32.9999,2.9999,2.9999,1.1,0.6468,True,,33.7176,3.01,1201.0926,20.0182
TT005,Phi,Nap1,Session 4,3,Response,98.6526,128.4407,1.8924,29.7881,-0.2119,0.2119,0.9929,0.5687,True,,32.4077,7.342,1232.4866,20.5414
TT005,Phi,Nap1,Session 4,4,Reset,158.2622,193.9498,2.9351,35.6876,5.6876,5.6876,1.1896,0.5576,True,,33.2277,7.652,1295.046,21.5841
TT005,Phi,Nap1,Session 4,5,Reset,266.4891,300.8495,4.7278,34.3604,4.3604,4.3604,1.1453,0.5464,True,,33.4542,6.753,1402.6093,23.3768
TT005,Phi,Nap1,Session 4,6,Reset,364.8419,408.2846,6.4427,43.4427,13.4427,13.4427,1.4481,0.6357,True,,35.2557,14.393,1505.5033,25.0917
TT005,Phi,Nap1,Session 4,7,Response,408.2846,432.8569,7.0095,24.5723,-5.4277,5.4277,0.8191,0.6245,True,,33.5702,20.949,1539.5108,25.6585
TT005,Phi,Nap1,Session 4,8,Reset,528.541,564.2397,9.1065,35.6987,5.6987,5.6987,1.19,0.5464,True,,34.7523,19.361,1665.3304,27.7555
TT005,Phi,Nap1,Session 4,9,Reset,756.2214,777.5039,12.781,21.2825,-8.7175,8.7175,0.7094,0.513,True,,31.8713,28.07,1885.8026,31.43
TT005,Phi,Nap1,Session 4,10,Reset,989.9685,1047.7604,16.9811,57.7919,27.7919,27.7919,1.9264,0.5799,True,,36.5576,40.481,2137.8044,35.6301
TT005,Phi,Nap1,Session 4,11,Reset,1152.3503,1180.7444,19.4425,28.3941,-1.6059,1.6059,0.9465,0.5353,True,,33.5479,43.451,2285.4874,38.0915
TT005,Phi,Nap1,Session 4,12,Reset,1312.3726,1340.6329,22.1084,28.2603,-1.7397,1.7397,0.942,0.5576,True,,34.2855,41.11,2445.4428,40.7574
TT005,Phi,Nap2,Session 5,1,Response,33.0337,70.4833,0.8626,37.4496,7.4496,7.4496,1.2483,0.5353,True,,,,2965.2185,49.4203
TT005,Phi,Nap2,Session 5,2,Response,70.4833,102.446,1.4411,31.9627,1.9627,1.9627,1.0654,0.5799,True,,34.7062,11.179,2999.9246,49.9987
TT005,Phi,Nap2,Session 5,3,EndProbe,200.24,232.833,3.6089,32.593,2.593,2.593,1.0864,0.736,True,,34.0018,8.83,3129.9965,52.1666
TT005,Phi,Nap2,Session 5,4,Response,232.833,261.8215,4.1221,28.9885,-1.0115,1.0115,0.9663,0.6245,True,,32.7484,10.706,3160.7872,52.6798
TT005,Phi,Nap2,Session 5,5,Response,261.8215,292.7215,4.6212,30.9,0.9,0.9,1.03,0.6691,True,,32.3788,9.719,3190.7315,53.1789
TT005,Phi,Nap2,Session 5,6,Response,292.7215,330.0595,5.1898,37.338,7.338,7.338,1.2446,0.6022,True,,32.3564,9.587,3224.8505,53.7475
TT005,Phi,Nap2,Session 5,7,Response,330.0595,365.7325,5.7983,35.673,5.673,5.673,1.1891,0.6245,True,,33.0985,10.31,3261.356,54.3559
TT005,Phi,Nap2,Session 5,8,EndProbe,443.728,481.2494,7.7081,37.5214,7.5214,7.5214,1.2507,0.6245,True,,34.0842,11.46,3375.9487,56.2658
TT005,Phi,Nap2,Session 5,9,Response,481.2494,513.249,8.2875,31.9996,1.9996,1.9996,1.0667,0.6691,True,,34.6864,8.839,3410.7092,56.8452
TT005,Phi,Nap2,Session 5,10,Response,513.249,546.87,8.8343,33.621,3.621,3.621,1.1207,0.6691,True,,35.2306,6.794,3443.5195,57.392
TT005,Phi,Nap2,Session 5,11,Response,546.87,585.4872,9.4363,38.6172,8.6172,8.6172,1.2872,0.6914,True,,35.4864,7.668,3479.6386,57.994
