subname,scorer,session,session_raw,interval_idx,anchor_event,t_start_s,t_end_s,t_mid_min,irt_s,irt_error_s,irt_abs_error_s,irt_ratio,press_duration_s,valid,exclusion,irt_roll,cv_roll_pct,t_exp_s,t_exp_min
TT006,Phi,Wake1,Session 3,14,Response,479.9065,513.3324,8.277,33.4259,3.4259,3.4259,1.1142,0.6899,True,,31.7706,4.088,496.6194,8.277
TT006,Phi,Wake1,Session 3,15,Reset,551.3221,583.5912,9.4576,32.2691,2.2691,2.2691,1.0756,0.5799,True,,31.6512,3.78,567.4566,9.4576
TT006,Phi,Wake1,Session 3,16,Response,583.5912,617.6377,10.0102,34.0465,4.0465,4.0465,1.1349,0.7193,True,,32.2308,4.789,600.6144,10.0102
TT006,Phi,Wake1,Session 3,17,Reset,646.4728,679.4778,11.0496,33.005,3.005,3.005,1.1002,0.5632,True,,32.6349,4.268,662.9753,11.0496
TT006,Phi,Wake1,Session 3,18,Reset,708.4196,743.3282,12.0979,34.9086,4.9086,4.9086,1.1636,0.678,True,,33.531,2.999,725.8739,12.0979
TT006,Phi,Wake1,Session 3,19,Response,743.3282,776.8354,12.668,33.5072,3.5072,3.5072,1.1169,0.6483,True,,33.5473,2.993,760.0818,12.668
TT006,Phi,Wake1,Session 3,20,Response,776.8354,812.2576,13.2424,35.4222,5.4222,5.4222,1.1807,0.678,True,,34.1779,2.898,794.5465,13.2424
TT006,Phi,Wake1,Session 3,21,Response,812.2576,846.3476,13.8217,34.09,4.09,4.09,1.1363,0.6364,True,,34.1866,2.894,829.3026,13.8217
TT006,Phi,Wake1,Session 3,22,Response,846.3476,879.0063,14.3779,32.6587,2.6587,2.6587,1.0886,0.6305,True,,34.1173,3.221,862.677,14.3779
TT006,Phi,Wake2,Session 7,1,Response,29.7838,58.6537,0.737,28.8699,-1.1301,1.1301,0.9623,0.6662,True,,,,7375.3688,122.9228
TT006,Phi,Wake2,Session 7,2,Response,58.6537,86.5958,1.2104,27.9421,-2.0579,2.0579,0.9314,0.7137,True,,28.406,2.31,7403.7748,123.3962
TT006,Phi,Wake2,Session 7,3,Response,86.5958,113.3286,1.666,26.7328,-3.2672,3.2672,0.8911,0.6067,True,,27.8483,3.848,7431.1122,123.8519
TT006,Phi,Wake2,Session 7,4,Response,113.3286,139.308,2.1053,25.9794,-4.0206,4.0206,0.866,0.6542,True,,27.381,4.675,7457.4683,124.2911
TT006,Phi,Wake2,Session 7,5,Response,139.308,166.7861,2.5508,27.4781,-2.5219,2.5219,0.9159,0.6542,True,,27.4005,4.049,7484.197,124.7366
TT006,Phi,Wake2,Session 7,6,Response,166.7861,193.519,3.0025,26.7329,-3.2671,3.2671,0.8911,0.6899,True,,26.9731,2.809,7511.3026,125.1884
TT006,Phi,Wake2,Session 7,7,Response,193.519,220.8306,3.4529,27.3116,-2.6884,2.6884,0.9104,0.6424,True,,26.847,2.198,7538.3248,125.6387
TT006,Phi,Wake2,Session 7,8,Reset,241.5205,267.2739,4.24,25.7534,-4.2466,4.2466,0.8584,0.6186,True,,26.6511,2.897,7585.5472,126.4258
TT006,Phi,Wake2,Session 7,9,Response,267.2739,294.5617,4.682,27.2878,-2.7122,2.7122,0.9096,0.6305,True,,26.9128,2.625,7612.0678,126.8678
TT006,Phi,Wake2,Session 7,10,Response,294.5617,322.2462,5.1401,27.6845,-2.3155,2.3155,0.9228,0.7018,True,,26.954,2.791,7639.554,127.3259
TT006,Phi,Wake2,Session 7,11,Response,322.2462,352.1629,5.6201,29.9167,-0.0833,0.0833,0.9972,0.7375,True,,27.5908,5.426,7668.3546,127.8059
TT006,Phi,Wake2,Session 7,12,Response,352.1629,380.9614,6.1094,28.7985,-1.2015,1.2015,0.9599,0.7375,True,,27.8882,5.642,7697.7122,128.2952
TT006,Phi,Wake2,Session 7,13,Response,380.9614,408.9273,6.5824,27.9659,-2.0341,2.0341,0.9322,0.7256,True,,28.3307,3.69,7726.0944,128.7682
TT006,Phi,Wake2,Session 7,14,Response,408.9273,438.5467,7.0623,29.6194,-0.3806,0.3806,0.9873,0.6424,True,,28.797,3.411,7754.887,129.2481
TT006,Phi,Wake2,Session 7,15,Response,438.5467,466.9646,7.5459,28.4179,-1.5821,1.5821,0.9473,0.7375,True,,28.9437,2.816,7783.9056,129.7318
TT006,Phi,Wake2,Session 7,16,Response,466.9646,496.6434,8.0301,29.6788,-0.3212,0.3212,0.9893,0.6899,True,,28.8961,2.589,7812.954,130.2159
TT006,Phi,Wake2,Session 7,17,Response,496.6434,528.6537,8.5441,32.0103,2.0103,2.0103,1.067,0.7494,True,,29.5385,5.317,7843.7986,130.73
TT006,Phi,Wake2,Session 7,18,Response,528.6537,560.45,9.0759,31.7963,1.7963,1.7963,1.0599,0.678,True,,30.3045,5.1,7875.7018,131.2617
TT006,Phi,Wake2,Session 7,19,Response,560.45,590.8187,9.5939,30.3687,0.3687,0.3687,1.0123,0.7018,True,,30.4544,4.919,7906.7844,131.7797
TT006,Phi,Wake2,Session 7,20,Response,590.8187,622.6188,10.112,31.8001,1.8001,1.8001,1.06,0.678,True,,31.1308,3.351,7937.8688,132.2978
TT006,Phi,Wake2,Session 7,21,Response,622.6188,653.7251,10.6362,31.1063,1.1063,1.1063,1.0369,0.6899,True,,31.4163,2.158,7969.322,132.822
TT006,Phi,Wake2,Session 7,22,Response,653.7251,684.534,11.1522,30.8089,0.8089,0.8089,1.027,0.7613,True,,31.1761,2.007,8000.2796,133.338
TT006,Phi,Wake2,Session 7,23,Response,684.534,716.8179,11.6779,32.2839,2.2839,2.2839,1.0761,0.6662,True,,31.2736,2.456,8031.826,133.8638
TT006,Phi,Wake2,Session 7,24,Response,716.8179,749.1929,12.2168,32.375,2.375,2.375,1.0792,0.7137,True,,31.6748,2.204,8064.1554,134.4026
TT006,Phi,Wake2,Session 7,25,Response,749.1929,779.4784,12.7389,30.2855,0.2855,0.2855,1.0095,0.7494,True,,31.3719,2.941,8095.4856,134.9248
TT006,Phi,Wake2,Session 7,26,Response,779.4784,808.618,13.2341,29.1396,-0.8604,0.8604,0.9713,0.7375,True,,30.9786,4.433,8125.1982,135.42
TT006,Phi,Wake2,Session 7,27,Response,808.618,837.7735,13.7199,29.1555,-0.8445,0.8445,0.9719,0.7018,True,,30.6479,5.234,8154.3458,135.9058
TT006,Phi,Wake2,Session 7,28,Response,837.7735,852.9371,14.0893,15.1636,-14.8364,14.8364,0.5055,1.2156,True,,27.2238,25.233,8176.5053,136.2751
TT006,Phi,Wake2,Session 7,29,Response,852.9371,866.2984,14.327,13.3613,-16.6387,16.6387,0.4454,0.6542,True,,23.4211,35.856,8190.7678,136.5128
TT006,Phi,Wake2,Session 7,30,Response,866.2984,896.7664,14.6922,30.468,0.468,0.468,1.0156,0.7137,True,,23.4576,35.96,8212.6824,136.878
TT007,Phi,Nap1,Session 4,1,Response,27.7983,55.1664,0.6914,27.3681,-2.6319,2.6319,0.9123,0.6134,True,,,,1091.9824,18.1997
TT007,Phi,Nap1,Session 4,2,Response,55.1664,84.7203,1.1657,29.5539,-0.4461,0.4461,0.9851,0.6357,True,,28.461,5.431,1120.4434,18.6741
TT007,Phi,Nap1,Session 4,3,Response,84.7203,112.3227,1.642,27.6024,-2.3976,2.3976,0.9201,0.6245,True,,28.1748,4.259,1149.0215,19.1504
TT007,Phi,Nap1,Session 4,4,Response,112.3227,141.7612,2.1174,29.4385,-0.5615,0.5615,0.9813,0.5353,True,,28.4907,4.092,1177.542,19.6257
TT007,Phi,Nap1,Session 4,5,Response,141.7612,171.2816,2.6087,29.5204,-0.4796,0.4796,0.984,0.5687,True,,28.6967,3.867,1207.0214,20.117
TT007,Phi,Nap1,Session 4,6,Reset,223.1552,257.0662,4.0018,33.911,3.911,3.911,1.1304,0.5799,True,,30.0052,7.778,1290.6107,21.5102
TT007,Phi,Nap1,Session 4,7,Reset,292.7648,328.4897,5.1771,35.7249,5.7249,5.7249,1.1908,0.6022,True,,31.2394,10.936,1361.1272,22.6855
TT007,Phi,Nap1,Session 4,8,Reset,466.3524,494.5754,8.0077,28.223,-1.777,1.777,0.9408,0.6022,True,,31.3636,10.39,1530.9639,25.5161
TT007,Phi,Nap2,Session 5,1,Response,26.8594,55.1308,0.6833,28.2714,-1.7286,1.7286,0.9424,0.5687,True,,,,1994.2651,33.2378
TT007,Phi,Nap2,Session 5,2,Response,55.1308,83.0454,1.1515,27.9146,-2.0854,2.0854,0.9305,0.6357,True,,28.093,0.898,2022.3581,33.706
TT007,Phi,Nap2,Session 5,3,EndProbe,209.64,237.3501,3.7249,27.7101,-2.2899,2.2899,0.9237,0.6022,True,,27.9654,1.016,2176.765,36.2794
TT007,Phi,Nap2,Session 5,4,Response,237.3501,266.1234,4.1956,28.7733,-1.2267,1.2267,0.9591,0.658,True,,28.1673,1.654,2205.0068,36.7501
TT007,Phi,Nap2,Session 5,5,Response,266.1234,294.8632,4.6749,28.7398,-1.2602,1.2602,0.958,0.5687,True,,28.2818,1.689,2233.7633,37.2294
TT007,Phi,Nap2,Session 5,6,Response,294.8632,324.5063,5.1614,29.6431,-0.3569,0.3569,0.9881,0.5911,True,,28.5562,2.707,2262.9548,37.7159
TT007,Phi,Nap2,Session 5,7,Response,324.5063,353.1642,5.6473,28.6579,-1.3421,1.3421,0.9553,0.5911,True,,28.7048,2.387,2292.1052,38.2018
TT007,Phi,Nap2,Session 5,8,EndProbe,477.41,509.2944,8.2225,31.8844,1.8844,1.8844,1.0628,0.6134,True,,29.5397,4.64,2446.6222,40.777
TT007,Phi,Nap2,Session 5,9,Response,509.2944,540.6438,8.7495,31.3494,1.3494,1.3494,1.045,0.6022,True,,30.0549,4.956,2478.2391,41.304
TT007,Phi,Nap2,Session 5,10,Response,540.6438,568.38,9.2419,27.7362,-2.2638,2.2638,0.9245,0.6022,True,,29.8542,5.878,2507.7819,41.7964
TT007,Phi,Nap2,Session 5,11,Response,568.38,596.473,9.7071,28.093,-1.907,1.907,0.9364,0.5911,True,,29.5442,6.532,2535.6965,42.2616
TT007,Phi,Nap2,Session 5,12,Response,596.473,625.0935,10.1797,28.6205,-1.3795,1.3795,0.954,0.5687,True,,29.5367,6.548,2564.0532,42.7342
TT007,Phi,Nap2,Session 5,13,Response,625.0935,655.5212,10.6718,30.4277,0.4277,0.4277,1.0143,0.6022,True,,29.2454,5.358,2593.5774,43.2263
TT007,Phi,Nap2,Session 5,14,Response,655.5212,706.3018,11.3485,50.7806,20.7806,20.7806,1.6927,0.6022,True,,33.1316,29.942,2634.1815,43.903
TT007,Phi,Nap2,Session 5,15,Reset,734.5359,762.194,12.4727,27.6581,-2.3419,2.3419,0.9219,0.5464,True,,33.116,29.988,2701.6349,45.0272
TT007,Phi,Nap2,Session 5,16,EndProbe,940.618,968.22,15.907,27.602,-2.398,2.398,0.9201,0.6914,True,,33.0178,30.272,2907.689,48.4615
TT007,Phi,Nap2,Session 5,17,Response,968.22,998.9599,16.3932,30.7399,0.7399,0.7399,1.0247,0.5911,True,,33.4417,29.321,2936.86,48.9477
TT007,Phi,Nap2,Session 5,18,Response,998.9599,1028.893,16.8988,29.9331,-0.0669,0.0669,0.9978,0.6357,True,,33.3427,29.529,2967.1964,49.4533
TT007,Phi,Nap2,Session 5,19,Reset,1050.0935,1081.5695,17.7639,31.476,1.476,1.476,1.0492,0.6468,True,,29.4818,6.026,3019.1015,50.3184
TT007,Phi,Nap2,Session 5,20,Response,1081.5695,1109.4952,18.2589,27.9257,-2.0743,2.0743,0.9309,0.5799,True,,29.5353,5.792,3048.8024,50.8134
TT007,Phi,Nap2,Session 5,21,EndProbe,1309.928,1338.1346,22.0672,28.2066,-1.7934,1.7934,0.9402,0.6803,True,,29.6563,5.24,3277.3013,54.6217
TT007,Phi,Nap2,Session 5,22,Reset,1377.1048,1408.7218,23.2152,31.617,1.617,1.617,1.0539,1.0148,True,,29.8317,5.848,3346.1833,55.7697
TT007,Phi,Nap2,Session 5,23,EndProbe,1730.838,1758.0638,29.0742,27.2258,-2.7742,2.7742,0.9075,0.5911,True,,29.2902,7.139,3697.7209,61.6287
TT007,Phi,Nap2,Session 5,24,EndProbe,1934.932,1974.1049,32.5753,39.1729,9.1729,9.1729,1.3058,0.6357,True,,30.8296,16.099,3907.7884,65.1298
TT007,Phi,Nap2,Session 5,25,Response,1974.1049,1995.9934,33.0842,21.8885,-8.1115,8.1115,0.7296,0.7137,True,,29.6222,21.534,3938.3192,65.6387
TT007,Phi,Nap2,Session 5,26,Reset,2013.5991,2045.6438,33.827,32.0447,2.0447,2.0447,1.0682,0.6022,True,,30.3898,21.049,3982.8914,66.3815
TT007,Phi,Nap2,Session 5,27,Reset,2082.1159,2110.1197,34.9353,28.0038,-1.9962,1.9962,0.9335,0.658,True,,29.6671,21.665,4049.3878,67.4898
TT007,Phi,Nap2,Session 5,28,Reset,2188.3242,2213.7106,36.6836,25.3864,-4.6136,4.6136,0.8462,0.5353,True,,29.2993,22.7,4154.2874,69.2381
TT007,Phi,Nap2,Session 5,29,Response,2213.7106,2239.0714,37.1065,25.3608,-4.6392,4.6392,0.8454,0.6022,True,,26.5368,14.2,4179.661,69.661
TT007,Phi,Nap2,Session 5,30,Reset,2267.9635,2295.3427,38.0276,27.3792,-2.6208,2.6208,0.9126,0.5687,True,,27.635,9.889,4234.9231,70.5821
TT007,Phi,Nap2,Session 5,31,Reset,2316.1011,2342.3501,38.8204,26.249,-3.751,3.751,0.875,0.5687,True,,26.4758,4.482,4282.4956,71.3749
TT007,Phi,Nap2,Session 5,32,EndProbe,2535.732,2561.4579,42.4766,25.7259,-4.2741,4.2741,0.8575,0.6022,True,,26.0203,3.228,4501.8649,75.0311
TT007,Phi,Nap2,Session 5,33,Response,2561.4579,2592.3947,42.9488,30.9368,0.9368,0.9368,1.0312,0.6468,True,,27.1303,8.33,4530.1963,75.5033
TT007,Phi,Nap2,Session 5,34,EndProbe,3084.936,3119.1189,51.7005,34.1829,4.1829,4.1829,1.1394,0.5911,True,,28.8948,12.415,5055.2974,84.255
TT007,Phi,Nap2,Session 5,35,EndProbe,3284.242,3314.3977,54.9887,30.1557,0.1557,0.1557,1.0052,0.5799,True,,29.4501,11.912,5252.5898,87.5432
TT007,Phi,Nap2,Session 5,36,Response,3314.3977,3343.6616,55.4838,29.2639,-0.7361,0.7361,0.9755,0.7249,True,,30.053,10.147,5282.2996,88.0383
TT007,Phi,Nap2,Session 5,37,Reset,3603.3382,3663.2825,60.5552,59.9443,29.9443,29.9443,1.9981,0.5911,True,,36.8967,35.28,5586.5804,93.1097
TT007,Phi,Nap2,Session 5,38,Reset,3768.4832,3787.286,62.9647,18.8028,-11.1972,11.1972,0.6268,0.6134,True,,34.4699,44.477,5731.1546,95.5192
TT007,Phi,Nap2,Session 5,39,EndProbe,4050.75,4084.5405,67.7941,33.7905,3.7905,3.7905,1.1264,0.6468,True,,34.3914,44.587,6020.9152,100.3486
TT007,Phi,Nap2,Session 5,40,Reset,4100.165,4137.3212,68.6457,37.1562,7.1562,7.1562,1.2385,0.6022,True,,35.7915,42.383,6072.0131,101.2002
TT007,Phi,Nap2,Session 5,41,Response,4137.3212,4162.377,69.1642,25.0558,-4.9442,4.9442,0.8352,0.6022,True,,34.9499,45.003,6103.1191,101.7187
TT007,Phi,Nap2,Session 5,42,Response,4162.377,4188.3472,69.5894,25.9702,-4.0298,4.0298,0.8657,0.658,True,,28.1551,26.017,6128.6321,102.1439
TT007,Phi,Nap2,Session 5,43,EndProbe,4327.348,4360.165,72.3959,32.817,2.817,2.817,1.0939,0.6803,True,,30.9579,16.909,6297.0265,104.9504
TT007,Phi,Nap2,Session 5,44,Reset,4709.1167,4739.4401,78.738,30.3234,0.3234,0.3234,1.0108,0.6468,True,,30.2645,16.487,6677.5484,111.2925
TT007,Phi,Nap2,Session 5,45,Reset,4766.269,4808.1911,79.7872,41.9221,11.9221,11.9221,1.3974,1.0371,True,,31.2177,21.693,6740.5,112.3417
TT007,Phi,Nap2,Session 5,46,Reset,5256.7859,5282.8454,87.8303,26.0595,-3.9405,3.9405,0.8687,0.6022,True,,31.4184,20.864,7223.0857,120.3848
TT007,Phi,Wake1,Session 3,1,Response,27.924,55.1806,0.6925,27.2566,-2.7434,2.7434,0.9086,0.5687,True,,,,41.5523,0.6925
TT007,Phi,Wake1,Session 3,2,Response,55.1806,84.3777,1.163,29.1971,-0.8029,0.8029,0.9732,0.5576,True,,28.2268,4.861,69.7792,1.163
TT007,Phi,Wake1,Session 3,3,Response,84.3777,113.8535,1.6519,29.4758,-0.5242,0.5242,0.9825,0.6022,True,,28.6432,4.22,99.1156,1.6519
TT007,Phi,Wake1,Session 3,4,Response,113.8535,145.6824,2.1628,31.8289,1.8289,1.8289,1.061,0.5464,True,,29.4396,6.365,129.7679,2.1628
TT007,Phi,Wake1,Session 3,5,Response,145.6824,175.649,2.6778,29.9666,-0.0334,0.0334,0.9989,0.5018,True,,29.545,5.55,160.6657,2.6778
TT007,Phi,Wake1,Session 3,6,Response,175.649,206.2066,3.1821,30.5576,0.5576,0.5576,1.0186,0.5687,True,,30.2052,3.459,190.9278,3.1821
TT007,Phi,Wake1,Session 3,7,Response,206.2066,237.9017,3.7009,31.6951,1.6951,1.6951,1.0565,0.5464,True,,30.7048,3.385,222.0542,3.7009
TT007,Phi,Wake1,Session 3,8,Response,237.9017,266.6861,4.2049,28.7844,-1.2156,1.2156,0.9595,0.6134,True,,30.5665,4.139,252.2939,4.2049
TT007,Phi,Wake1,Session 3,9,Response,266.6861,297.1657,4.6988,30.4796,0.4796,0.4796,1.016,0.5353,True,,30.2967,3.483,281.9259,4.6988
TT007,Phi,Wake1,Session 3,10,Response,297.1657,327.3664,5.2044,30.2007,0.2007,0.2007,1.0067,0.6022,True,,30.3435,3.434,312.266,5.2044
TT007,Phi,Wake1,Session 3,11,Response,327.3664,357.3776,5.7062,30.0112,0.0112,0.0112,1.0004,0.5576,True,,30.2342,3.448,342.372,5.7062
TT007,Phi,Wake1,Session 3,12,Response,357.3776,385.8943,6.1939,28.5167,-1.4833,1.4833,0.9506,0.6245,True,,29.5985,2.995,371.636,6.1939
TT007,Phi,Wake1,Session 3,13,Response,385.8943,418.3255,6.7018,32.4312,2.4312,2.4312,1.081,0.5911,True,,30.3279,4.617,402.1099,6.7018
TT007,Phi,Wake1,Session 3,14,Response,418.3255,455.0245,7.2779,36.699,6.699,6.699,1.2233,0.6022,True,,31.5718,10.1,436.675,7.2779
TT007,Phi,Wake1,Session 3,15,Response,455.0245,483.5524,7.8215,28.5279,-1.4721,1.4721,0.9509,0.5799,True,,31.2372,11.032,469.2884,7.8215
TT007,Phi,Wake1,Session 3,16,Response,483.5524,514.0877,8.3137,30.5353,0.5353,0.5353,1.0178,0.5576,True,,31.342,10.871,498.82,8.3137
TT007,Phi,Wake1,Session 3,17,Response,514.0877,552.8498,8.8911,38.7621,8.7621,8.7621,1.2921,0.5576,True,,33.3911,12.751,533.4688,8.8911
TT007,Phi,Wake1,Session 3,18,Response,552.8498,585.9166,9.4897,33.0668,3.0668,3.0668,1.1022,0.5911,True,,33.5182,12.624,569.3832,9.4897
TT007,Phi,Wake1,Session 3,19,Response,585.9166,618.2809,10.035,32.3643,2.3643,2.3643,1.0788,0.6022,True,,32.6513,11.77,602.0988,10.035
TT007,Phi,Wake1,Session 3,20,Response,618.2809,648.0355,10.5526,29.7546,-0.2454,0.2454,0.9918,0.6134,True,,32.8966,10.765,633.1582,10.5526
TT007,Phi,Wake1,Session 3,21,Response,648.0355,679.9687,11.0667,31.9332,1.9332,1.9332,1.0644,0.5576,True,,33.1762,10.124,664.0021,11.0667
TT007,Phi,Wake1,Session 3,22,Response,679.9687,712.106,11.6006,32.1373,2.1373,2.1373,1.0712,0.5799,True,,31.8512,3.917,696.0374,11.6006
TT007,Phi,Wake1,Session 3,23,Response,712.106,745.3144,12.1452,33.2084,3.2084,3.2084,1.1069,0.5799,True,,31.8796,4.025,728.7102,12.1452
TT007,Phi,Wake1,Session 3,24,Response,745.3144,776.3962,12.6809,31.0818,1.0818,1.0818,1.0361,0.5576,True,,31.6231,4.08,760.8553,12.6809
TT007,Phi,Wake1,Session 3,25,Response,776.3962,809.5187,13.216,33.1225,3.1225,3.1225,1.1041,0.9479,True,,32.2966,2.746,792.9574,13.216
TT007,Phi,Wake1,Session 3,26,Response,809.5187,843.9204,13.7787,34.4017,4.4017,4.4017,1.1467,0.5687,True,,32.7903,3.805,826.7196,13.7787
TT007,Phi,Wake1,Session 3,27,Response,843.9204,873.8608,14.3148,29.9404,-0.0596,0.0596,0.998,0.6134,True,,32.351,5.563,858.8906,14.3148
TT007,Phi,Wake2,Session 7,1,Response,26.7929,52.2317,0.6585,25.4388,-4.5612,4.5612,0.848,0.6022,True,,,,7476.2723,124.6045
TT007,Phi,Wake2,Session 7,2,Response,52.2317,76.7483,1.0748,24.5166,-5.4834,5.4834,0.8172,0.5799,True,,24.9777,2.611,7501.25,125.0208
TT007,Phi,Wake2,Session 7,3,Response,76.7483,102.2167,1.4914,25.4684,-4.5316,4.5316,0.8489,0.5687,True,,25.1413,2.153,7526.2425,125.4374
TT007,Phi,Wake2,Session 7,4,Response,102.2167,128.0642,1.919,25.8475,-4.1525,4.1525,0.8616,0.5464,True,,25.3178,2.234,7551.9004,125.865
TT007,Phi,Wake2,Session 7,5,Response,128.0642,154.016,2.3507,25.9518,-4.0482,4.0482,0.8651,0.5687,True,,25.4446,2.224,7577.8001,126.2967
TT007,Phi,Wake2,Session 7,6,Response,154.016,180.6777,2.7891,26.6617,-3.3383,3.3383,0.8887,0.5353,True,,25.6892,3.055,7604.1068,126.7351
TT007,Phi,Wake2,Session 7,7,Response,180.6777,210.1273,3.2567,29.4496,-0.5504,0.5504,0.9817,0.6022,True,,26.6758,6.034,7632.1625,127.2027
TT007,Phi,Wake2,Session 7,8,Response,210.1273,237.1163,3.727,26.989,-3.011,3.011,0.8996,0.5799,True,,26.9799,5.416,7660.3818,127.673
TT007,Phi,Wake2,Session 7,9,Response,237.1163,263.0642,4.1682,25.9479,-4.0521,4.0521,0.8649,0.5687,True,,27.0,5.342,7686.8502,128.1142
TT007,Phi,Wake2,Session 7,10,Response,263.0642,289.1125,4.6015,26.0483,-3.9517,3.9517,0.8683,0.5576,True,,27.0193,5.275,7712.8484,128.5475
TT007,Phi,Wake2,Session 7,11,Response,289.1125,314.161,5.0273,25.0485,-4.9515,4.9515,0.8349,0.5799,True,,26.6967,6.313,7738.3968,128.9733
TT007,Phi,Wake2,Session 7,12,Response,314.161,344.737,5.4908,30.576,0.576,0.576,1.0192,0.5799,True,,26.9219,8.005,7766.209,129.4368
TT007,Phi,Wake2,Session 7,13,Response,344.737,376.0903,6.0069,31.3533,1.3533,1.3533,1.0451,0.5687,True,,27.7948,10.551,7797.1736,129.9529
TT007,Phi,Wake2,Session 7,14,Response,376.0903,405.0604,6.5096,28.9701,-1.0299,1.0299,0.9657,0.5687,True,,28.3992,9.73,7827.3354,130.4556
TT007,Phi,Wake2,Session 7,15,Response,405.0604,434.5067,6.9964,29.4463,-0.5537,0.5537,0.9815,0.5799,True,,29.0788,8.389,7856.5436,130.9424
TT007,Phi,Wake2,Session 7,16,Response,434.5067,463.8783,7.4865,29.3716,-0.6284,0.6284,0.9791,0.5687,True,,29.9435,3.302,7885.9525,131.4325
TT007,Phi,Wake2,Session 7,17,Response,463.8783,493.3876,7.9772,29.5093,-0.4907,0.4907,0.9836,0.6134,True,,29.7301,3.133,7915.393,131.9232
TT007,Phi,Wake2,Session 7,18,Response,493.3876,523.8448,8.4769,30.4572,0.4572,0.4572,1.0152,0.5799,True,,29.5509,1.856,7945.3762,132.4229
TT007,Phi,Wake2,Session 7,19,Response,523.8448,555.3838,8.9936,31.539,1.539,1.539,1.0513,0.6022,True,,30.0647,3.111,7976.3743,132.9396
TT007,Phi,Wake2,Session 7,20,Response,555.3838,582.317,9.4808,26.9332,-3.0668,3.0668,0.8978,0.6022,True,,29.5621,5.775,8005.6104,133.4268
TT007,Phi,Wake2,Session 7,21,Response,582.317,610.8115,9.9427,28.4945,-1.5055,1.5055,0.9498,0.5799,True,,29.3866,6.042,8033.3242,133.8887
TT007,Phi,Wake2,Session 7,22,Response,610.8115,640.8745,10.4307,30.063,0.063,0.063,1.0021,0.5353,True,,29.4974,6.109,8062.603,134.3767
TT007,Phi,Wake2,Session 7,23,Response,640.8745,668.0977,10.9081,27.2232,-2.7768,2.7768,0.9074,0.6134,True,,28.8506,6.745,8091.2461,134.8541
TT007,Phi,Wake2,Session 7,24,Response,668.0977,701.2799,11.4115,33.1822,3.1822,3.1822,1.1061,0.6134,True,,29.1792,8.762,8121.4488,135.3575
TT007,Phi,Wake2,Session 7,25,Response,701.2799,730.9676,11.9354,29.6877,-0.3123,0.3123,0.9896,0.5687,True,,29.7301,7.491,8152.8838,135.8814
TT007,Phi,Wake2,Session 7,26,Response,730.9676,759.8039,12.4231,28.8363,-1.1637,1.1637,0.9612,0.5687,True,,29.7985,7.331,8182.1458,136.3691
TT007,Phi,Wake2,Session 7,27,Response,759.8039,790.4842,12.9191,30.6803,0.6803,0.6803,1.0227,0.6357,True,,29.9219,7.421,8211.9041,136.8651
TT007,Phi,Wake2,Session 7,28,Response,790.4842,822.1386,13.4385,31.6544,1.6544,1.6544,1.0551,0.5911,True,,30.8082,5.507,8243.0714,137.3845
TT007,Phi,Wake2,Session 7,29,Response,822.1386,853.7668,13.9659,31.6282,1.6282,1.6282,1.0543,0.6468,True,,30.4974,4.038,8274.7127,137.9119
TT007,Phi,Wake2,Session 7,30,Response,853.7668,887.2836,14.5088,33.5168,3.5168,3.5168,1.1172,0.5911,True,,31.2632,5.446,8307.2852,138.4548
TT008,Phi,Nap1,Session 4,1,Response,23.0071,53.8324,0.6403,30.8253,0.8253,0.8253,1.0275,0.736,True,,,,1078.8498,17.9808
TT008,Phi,Nap1,Session 4,2,Response,53.8324,84.9331,1.1564,31.1007,1.1007,1.1007,1.0367,0.8029,True,,30.963,0.629,1109.8128,18.4969
TT008,Phi,Nap1,Session 4,3,Response,84.9331,114.9699,1.6659,30.0368,0.0368,0.0368,1.0012,0.9145,True,,30.6543,1.801,1140.3815,19.0064
TT008,Phi,Nap1,Session 4,4,Response,114.9699,146.0628,2.1753,31.0929,1.0929,1.0929,1.0364,0.7583,True,,30.7639,1.63,1170.9464,19.5158
TT008,Phi,Nap1,Session 4,5,Response,146.0628,177.0034,2.6922,30.9406,0.9406,0.9406,1.0314,0.8476,True,,30.7993,1.433,1201.9631,20.0327
TT008,Phi,Nap1,Session 4,6,Response,177.0034,201.2713,3.1523,24.2679,-5.7321,5.7321,0.8089,0.7806,True,,29.4878,10.008,1229.5674,20.4928
TT008,Phi,Nap1,Session 4,7,Response,201.2713,235.1076,3.6365,33.8363,3.8363,3.8363,1.1279,0.7583,True,,30.0349,11.73,1258.6195,20.977
TT008,Phi,Nap1,Session 4,8,Response,235.1076,268.1856,4.1941,33.078,3.078,3.078,1.1026,0.7583,True,,30.6431,12.325,1292.0766,21.5346
TT008,Phi,Nap1,Session 4,9,Response,268.1856,300.2152,4.7367,32.0296,2.0296,2.0296,1.0677,0.7806,True,,30.8305,12.415,1324.6304,22.0772
TT008,Phi,Nap1,Session 4,10,Response,300.2152,330.8397,5.2588,30.6245,0.6245,0.6245,1.0208,0.8476,True,,30.7673,12.442,1355.9575,22.5993
TT008,Phi,Nap1,Session 4,11,Response,330.8397,344.6615,5.6292,13.8218,-16.1782,16.1782,0.4607,0.8476,True,,28.678,29.263,1378.1806,22.9697
TT008,Phi,Nap1,Session 4,12,Response,344.6615,357.2488,5.8493,12.5873,-17.4127,17.4127,0.4196,0.8253,True,,24.4282,42.131,1391.3852,23.1898
